index,nctid,MTI_condition,DUI,TUI,condition_id
10542,NCT04857060,Advance Care Planning,D032722,T048302,condition_1063
10543,NCT04857060,Palliative Care,D010166,T030095,condition_335
10544,NCT04857060,Alzheimer Disease,D000544,T001655,condition_837
10545,NCT04857060,Physician-Patient Relations,D010817,T031903,condition_234
10546,NCT04857060,Communications Media,D003146,T009172,condition_1065
10547,NCT04858412,"Liver Diseases, Alcoholic",D008108,T024204,condition_1290
10548,NCT04858412,COVID-19,D000086382,T001007884,condition_3
10549,NCT04858425,COVID-19,D000086382,T001007884,condition_3
10550,NCT04858451,"Pulmonary Disease, Chronic Obstructive",D029424,T024361,condition_22
10551,NCT04858451,Bronchiectasis,D001987,T005661,condition_725
10552,NCT04858542,Health Behavior,D015438,T045583,condition_286
10553,NCT04858568,Hodgkin Disease,D006689,T020222,condition_123
10554,NCT04858568,"Lymphoma, Large B-Cell, Diffuse",D016403,T688324,condition_1291
10555,NCT04858568,Mediastinal Neoplasms,D008479,T025206,condition_1292
10556,NCT04858568,"Lymphoma, B-Cell",D016393,T049001,condition_122
10557,NCT04858568,Burkitt Lymphoma,D002051,T005821,condition_1293
10558,NCT04858568,"Lymphoma, Follicular",D008224,T024497,condition_62
10559,NCT04858568,"Lymphoma, Mantle-Cell",D020522,T358571,condition_63
10560,NCT04858568,"Lymphoma, B-Cell, Marginal Zone",D018442,T688321,condition_64
10561,NCT04858568,"Leukemia, Lymphocytic, Chronic, B-Cell",D015451,T045641,condition_592
10563,NCT04858568,Waldenstrom Macroglobulinemia,D008258,T024637,condition_1083
10565,NCT04858568,"Lymphoma, T-Cell, Peripheral",D016411,T049127,condition_1294
10566,NCT04858581,COVID-19,D000086382,T001007884,condition_3
10567,NCT04858607,COVID-19,D000086382,T001007884,condition_3
10568,NCT04858607,Immunosuppression,D007165,T021495,condition_366
10569,NCT04858620,COVID-19,D000086382,T001007884,condition_3
10570,NCT04858633,COVID-19,D000086382,T001007884,condition_3
10572,NCT04858763,Multiple Sclerosis,D009103,T027212,condition_93
10573,NCT04858763,COVID-19,D000086382,T001007884,condition_3
10575,NCT04858789,Psychological Distress,D000079225,T000947361,condition_377
10576,NCT04858789,Well-being,0,0,condition_259
10577,NCT04859023,SARS Virus,D045473,T538594,condition_110
10578,NCT04859244,COVID-19,D000086382,T001007884,condition_3
10579,NCT04859517,COVID-19,D000086382,T001007884,condition_3
10580,NCT04859699,Absenteeism,D000041,T000107,condition_502
10581,NCT04859881,Barotrauma,D001469,T004268,condition_724
10582,NCT04859881,COVID-19,D000086382,T001007884,condition_3
10583,NCT04859894,COVID-19,D000086382,T001007884,condition_3
10584,NCT04859894,Pulmonary Heart Disease,D011660,T034452,condition_1030
10585,NCT04859894,Dyspnea,D004417,T013477,condition_164
10586,NCT04859894,Respiratory Physiological Phenomena,D012143,T721910,condition_924
10587,NCT04859894,"Epigenesis, Genetic",D044127,T529813,condition_1295
10588,NCT04860193,COVID-19,D000086382,T001007884,condition_3
10589,NCT04860206,COVID-19,D000086382,T001007884,condition_3
10590,NCT04860206,Respiration Disorders,D012120,T036099,condition_226
10591,NCT04860206,Walking,D016138,T047940,condition_1296
10592,NCT04860206,Cognitive Dysfunction,D060825,T000902555,condition_559
10593,NCT04860219,COVID-19,D000086382,T001007884,condition_3
10594,NCT04860232,COVID-19,D000086382,T001007884,condition_3
10595,NCT04860245,COVID-19,D000086382,T001007884,condition_3
10596,NCT04860258,COVID-19,D000086382,T001007884,condition_3
10599,NCT04860258,"Respiration, Artificial",D012121,T036100,condition_112
10600,NCT04860271,Anxiety,D001007,T003092,condition_104
10601,NCT04860284,COVID-19,D000086382,T001007884,condition_3
10602,NCT04860297,COVID-19,D000086382,T001007884,condition_3
10603,NCT04860518,COVID-19,D000086382,T001007884,condition_3
10604,NCT04860687,COVID-19,D000086382,T001007884,condition_3
10605,NCT04860687,"Stress Disorders, Post-Traumatic",D013313,T039096,condition_95
10606,NCT04860687,Quality of Life,D011788,T034831,condition_455
10607,NCT04860739,COVID-19,D000086382,T001007884,condition_3
10608,NCT04860869,COVID-19,D000086382,T001007884,condition_3
10609,NCT04860895,COVID-19,D000086382,T001007884,condition_3
10610,NCT04860908,Mothers,D009035,T026998,condition_922
10611,NCT04861272,Cross-Sectional Studies,D003430,T009982,condition_545
10612,NCT04861298,COVID-19,D000086382,T001007884,condition_3
10613,NCT04861402,Intracranial Pressure,D007427,T022300,condition_1297
10614,NCT04862806,"Leukemia, Lymphocytic, Chronic, B-Cell",D015451,T045641,condition_592
10615,NCT04863131,COVID-19,D000086382,T001007884,condition_3
10616,NCT04863534,Muscular Diseases,D009135,T027304,condition_1298
10617,NCT04863534,COVID-19,D000086382,T001007884,condition_3
10618,NCT04863547,COVID-19,D000086382,T001007884,condition_3
10619,NCT04863573,COVID-19,D000086382,T001007884,condition_3
10620,NCT04863573,Cystic Fibrosis,D003550,T010315,condition_21
10621,NCT04863586,COVID-19,D000086382,T001007884,condition_3
10622,NCT04863586,Multiple Sclerosis,D009103,T027212,condition_93
10623,NCT04863638,COVID-19,D000086382,T001007884,condition_3
10624,NCT04864015,Surface Properties,D013499,T039614,condition_1299
10625,NCT04864015,COVID-19,D000086382,T001007884,condition_3
10626,NCT04864132,COVID-19,D000086382,T001007884,condition_3
10627,NCT04864535,COVID-19,D000086382,T001007884,condition_3
10628,NCT04864548,COVID-19,D000086382,T001007884,condition_3
10629,NCT04864561,COVID-19,D000086382,T001007884,condition_3
10630,NCT04864899,COVID-19,D000086382,T001007884,condition_3
10631,NCT04864899,Respiratory Tract Infections,D012141,T036165,condition_26
10632,NCT04864925,COVID-19,D000086382,T001007884,condition_3
10633,NCT04864938,COVID-19,D000086382,T001007884,condition_3
10634,NCT04865029,COVID-19,D000086382,T001007884,condition_3
10635,NCT04865081,"Intubation, Intratracheal",D007442,T022352,condition_170
10636,NCT04865107,COVID-19,D000086382,T001007884,condition_3
10637,NCT04865107,Respiratory Distress Syndrome,D012128,T001010711,condition_14
10638,NCT04865133,COVID-19,D000086382,T001007884,condition_3
10639,NCT04865133,Neoplasms,D009369,T027926,condition_1
10640,NCT04865237,COVID-19,D000086382,T001007884,condition_3
10641,NCT04865237,SARS Virus,D045473,T538594,condition_110
10645,NCT04865900,Pericarditis,D010493,T031009,condition_1300
10646,NCT04865900,COVID-19,D000086382,T001007884,condition_3
10647,NCT04865913,COVID-19,D000086382,T001007884,condition_3
10648,NCT04865913,Venous Thromboembolism,D054556,T690407,condition_247
10649,NCT04865913,Venous Thrombosis,D020246,T059993,condition_248
10650,NCT04865913,Pulmonary Embolism,D011655,T034418,condition_249
10651,NCT04866069,COVID-19,D000086382,T001007884,condition_3
10652,NCT04866082,COVID-19,D000086382,T001007884,condition_3
10653,NCT04866303,COVID-19,D000086382,T001007884,condition_3
10655,NCT04866589,COVID-19,D000086382,T001007884,condition_3
10656,NCT04867161,COVID-19,D000086382,T001007884,condition_3
10657,NCT04867161,Superinfection,D015163,T044303,condition_1301
10658,NCT04867174,COVID-19,D000086382,T001007884,condition_3
10659,NCT04867174,Vaccination,D014611,T042713,condition_808
10660,NCT04867213,COVID-19,D000086382,T001007884,condition_3
10662,NCT04867226,COVID-19,D000086382,T001007884,condition_3
10663,NCT04867265,Respiration,D012119,T036097,condition_412
10664,NCT04868188,Aspergillosis,D001228,T003684,condition_1136
10665,NCT04868188,"Influenza, Human",D007251,T658127,condition_10
10666,NCT04868188,COVID-19,D000086382,T001007884,condition_3
10667,NCT04868435,Olfaction Disorders,D000857,T365794,condition_399
10668,NCT04868435,Smell,D012903,T038025,condition_812
10669,NCT04868448,COVID-19,D000086382,T001007884,condition_3
10670,NCT04868864,COVID-19,D000086382,T001007884,condition_3
10672,NCT04868890,COVID-19,D000086382,T001007884,condition_3
10673,NCT04868903,COVID-19,D000086382,T001007884,condition_3
10674,NCT04868942,COVID-19,D000086382,T001007884,condition_3
10675,NCT04869072,COVID-19,D000086382,T001007884,condition_3
10676,NCT04869202,Perinatology,D010500,T031021,condition_1302
10677,NCT04869228,COVID-19,D000086382,T001007884,condition_3
10678,NCT04869358,Multiple Sclerosis,D009103,T027212,condition_93
10679,NCT04869397,COVID-19,D000086382,T001007884,condition_3
10680,NCT04869579,COVID-19,D000086382,T001007884,condition_3
10681,NCT04869592,COVID-19,D000086382,T001007884,condition_3
10682,NCT04870164,COVID-19,D000086382,T001007884,condition_3
10683,NCT04870307,COVID-19,D000086382,T001007884,condition_3
10684,NCT04870333,COVID-19,D000086382,T001007884,condition_3
10685,NCT04870385,Psychological Distress,D000079225,T000947361,condition_377
10686,NCT04870411,Autoimmune Diseases,D001327,T003912,condition_355
10687,NCT04870411,Bipolar Disorder,D001714,T004982,condition_109
10688,NCT04870593,Aging,D000375,T001180,condition_529
10689,NCT04870593,COVID-19,D000086382,T001007884,condition_3
10690,NCT04870606,Efficacy and Safety,0,0,condition_1303
10691,NCT04870723,COVID-19,D000086382,T001007884,condition_3
10692,NCT04870736,Respiration,D012119,T036097,condition_412
10693,NCT04870775,Hydrocortisone,D006854,T020679,condition_172
10694,NCT04871165,Hematologic Neoplasms,D019337,T057648,condition_331
10695,NCT04871165,COVID-19 Vaccines,D000086663,T001080092,condition_943
10696,NCT04871386,Mental Health,D008603,T025592,condition_212
10697,NCT04871633,COVID-19,D000086382,T001007884,condition_3
10698,NCT04871646,COVID-19,D000086382,T001007884,condition_3
10699,NCT04871672,COVID-19,D000086382,T001007884,condition_3
10700,NCT04871672,Exercise Movement Techniques,D026241,T434251,condition_1304
10701,NCT04871685,Respiratory Distress Syndrome,D012128,T001010711,condition_14
10702,NCT04871737,COVID-19,D000086382,T001007884,condition_3
10703,NCT04871776,COVID-19,D000086382,T001007884,condition_3
10704,NCT04871776,Vaccination Refusal,D000072758,T000901396,condition_1008
10705,NCT04871789,COVID-19,D000086382,T001007884,condition_3
10706,NCT04871802,COVID-19,D000086382,T001007884,condition_3
10707,NCT04871815,post-acute COVID-19 syndrome,C000711409,T001091779,condition_1062
10708,NCT04871828,COVID-19,D000086382,T001007884,condition_3
10709,NCT04871841,COVID-19,D000086382,T001007884,condition_3
10710,NCT04871841,Drug-Related Side Effects and Adverse Reactions,D064420,T837951,condition_280
10711,NCT04871854,Breast Neoplasms,D001943,T005543,condition_59
10712,NCT04871867,COVID-19,D000086382,T001007884,condition_3
10713,NCT04871893,Acute Lung Injury,D055371,T036122,condition_178
10714,NCT04871893,Acute Kidney Injury,D058186,T761752,condition_12
10715,NCT04871893,Hypercapnia,D006935,T020855,condition_1305
10716,NCT04871893,COVID-19,D000086382,T001007884,condition_3
10717,NCT04871932,Immune System,D007107,T021255,condition_798
10718,NCT04871945,COVID-19,D000086382,T001007884,condition_3
10719,NCT04871945,Hypersensitivity,D006967,T020920,condition_734
10720,NCT04871945,Hemolysis,D006461,T019505,condition_1306
10721,NCT04871945,"Kidney Failure, Chronic",D007676,T023054,condition_402
10722,NCT04871958,"Diabetes Mellitus, Type 2",D003924,T011751,condition_6
10723,NCT04871958,COVID-19,D000086382,T001007884,condition_3
10724,NCT04872049,Intensive Care Units,D007362,T022065,condition_68
10725,NCT04872049,COVID-19,D000086382,T001007884,condition_3
10726,NCT04872075,COVID-19,D000086382,T001007884,condition_3
10727,NCT04872309,Asthma,D001249,T003741,condition_150
10728,NCT04872309,"Pulmonary Disease, Chronic Obstructive",D029424,T024361,condition_22
10729,NCT04872309,COVID-19,D000086382,T001007884,condition_3
10730,NCT04872309,post-acute COVID-19 syndrome,C000711409,T001091779,condition_1062
10731,NCT04872673,Occupations,D009790,T029098,condition_1307
10732,NCT04872673,Morals,D009014,T026944,condition_683
10733,NCT04872686,Virus Diseases,D014777,T043232,condition_181
10734,NCT04872686,Pharmaceutical Preparations,D004364,T013329,condition_276
10735,NCT04872686,Self Efficacy,D020377,T060205,condition_299
10736,NCT04872699,COVID-19,D000086382,T001007884,condition_3
10737,NCT04872712,Sleep Initiation and Maintenance Disorders,D007319,T365809,condition_106
10738,NCT04872725,COVID-19,D000086382,T001007884,condition_3
10739,NCT04872725,Activities of Daily Living,D000203,T000591,condition_1110
10740,NCT04872738,Breast Neoplasms,D001943,T005543,condition_59
10741,NCT04872738,COVID-19,D000086382,T001007884,condition_3
10742,NCT04872751,COVID-19,D000086382,T001007884,condition_3
10743,NCT04872764,COVID-19,D000086382,T001007884,condition_3
10744,NCT04872764,Acute Kidney Injury,D058186,T761752,condition_12
10745,NCT04873128,Genetic Predisposition to Disease,D020022,T059662,condition_585
10746,NCT04873141,Cytokine Release Syndrome,D000080424,T000952163,condition_173
10747,NCT04873141,COVID-19,D000086382,T001007884,condition_3
10748,NCT04873336,COVID-19,D000086382,T001007884,condition_3
10749,NCT04873336,"Respiration, Artificial",D012121,T036100,condition_112
10750,NCT04873349,COVID-19,D000086382,T001007884,condition_3
10752,NCT04873349,Symptoms and Signs,0,0,condition_1241
10754,NCT04873349,Disseminated Intravascular Coagulation,D004211,T012791,condition_119
10755,NCT04873388,COVID-19,D000086382,T001007884,condition_3
10756,NCT04873388,C-Reactive Protein,D002097,T005955,condition_1308
10757,NCT04873388,Procalcitonin,D000077740,T000898834,condition_1309
10758,NCT04873388,fibrin fragment D,C036309,T140721,condition_579
10759,NCT04873401,COVID-19,D000086382,T001007884,condition_3
10760,NCT04873401,Substance-Related Disorders,D019966,T059525,condition_740
10761,NCT04873401,"Analgesics, Opioid",D000701,T002123,condition_108
10762,NCT04873414,COVID-19,D000086382,T001007884,condition_3
10763,NCT04873622,Mental Health,D008603,T025592,condition_212
10764,NCT04873622,"Stress Disorders, Post-Traumatic",D013313,T039096,condition_95
10765,NCT04873622,Anxiety,D001007,T003092,condition_104
10766,NCT04873622,Depression,D003863,T011484,condition_105
10767,NCT04874363,COVID-19,D000086382,T001007884,condition_3
10768,NCT04874363,Smoking,D012907,T038030,condition_707
10769,NCT04874740,COVID-19,D000086382,T001007884,condition_3
10770,NCT04874740,Kidney,D007668,T023037,condition_33
10771,NCT04874753,COVID-19,D000086382,T001007884,condition_3
10772,NCT04874753,"Renal Insufficiency, Chronic",D051436,T023062,condition_799
10773,NCT04874753,Proteinuria,D011507,T034004,condition_1310
10774,NCT04874766,Hypoxia,D000860,T002508,condition_310
10775,NCT04874779,Acute Kidney Injury,D058186,T761752,condition_12
10777,NCT04874792,COVID-19,D000086382,T001007884,condition_3
10778,NCT04874805,Hypoxia,D000860,T002508,condition_310
10779,NCT04874805,COVID-19,D000086382,T001007884,condition_3
10780,NCT04874818,COVID-19,D000086382,T001007884,condition_3
10781,NCT04874818,T-Lymphocytes,D013601,T039954,condition_1311
10782,NCT04874818,Positron-Emission Tomography,D049268,T041214,condition_998
10783,NCT04875520,COVID-19,D000086382,T001007884,condition_3
10784,NCT04876417,COVID-19,D000086382,T001007884,condition_3
10785,NCT04876443,Liver Diseases,D008107,T024201,condition_295
10786,NCT04876443,Alcoholism,D000437,T001310,condition_739
10787,NCT04876443,Substance Withdrawal Syndrome,D013375,T039235,condition_1312
10788,NCT04876443,Ethanol,D000431,T001294,condition_1313
10789,NCT04876560,Breast Neoplasms,D001943,T005543,condition_59
10790,NCT04876560,Obesity,D009765,T029022,condition_13
10791,NCT04876560,Cardiovascular Diseases,D002318,T006662,condition_9
10792,NCT04876573,"Pneumonia, Viral",D011024,T032427,condition_133
10793,NCT04876573,COVID-19,D000086382,T001007884,condition_3
10794,NCT04876573,Serotonin Syndrome,D020230,T059984,condition_1252
10795,NCT04876573,Blood Platelet Disorders,D001791,T005208,condition_1253
10796,NCT04876872,Critical Illness,D016638,T049821,condition_17
10797,NCT04876885,Health Promotion,D006293,T019071,condition_621
10798,NCT04876885,Health Education,D006266,T018973,condition_1314
10799,NCT04876885,COVID-19 Vaccines,D000086663,T001080092,condition_943
10800,NCT04876898,COVID-19,D000086382,T001007884,condition_3
10801,NCT04877002,COVID-19,D000086382,T001007884,condition_3
10804,NCT04877496,COVID-19 Vaccines,D000086663,T001080092,condition_943
10805,NCT04877496,Rituximab,D000069283,T000879319,condition_1315
10806,NCT04877496,Immunosuppression,D007165,T021495,condition_366
10807,NCT04877509,COVID-19,D000086382,T001007884,condition_3
10808,NCT04877704,COVID-19,D000086382,T001007884,condition_3
10809,NCT04877743,COVID-19,D000086382,T001007884,condition_3
10810,NCT04877769,Healthy Volunteers,D064368,T837389,condition_20
10811,NCT04877808,COVID-19,D000086382,T001007884,condition_3
10812,NCT04878042,COVID-19,D000086382,T001007884,condition_3
10813,NCT04878055,"Pneumonia, Viral",D011024,T032427,condition_133
10814,NCT04878068,COVID-19,D000086382,T001007884,condition_3
10815,NCT04878211,Multiple Sclerosis,D009103,T027212,condition_93
10816,NCT04878328,COVID-19,D000086382,T001007884,condition_3
10817,NCT04878796,Neoplasms,D009369,T027926,condition_1
10818,NCT04878796,COVID-19,D000086382,T001007884,condition_3
10819,NCT04878796,Vaccines,D014612,T042715,condition_1057
10820,NCT04878809,COVID-19,D000086382,T001007884,condition_3
10821,NCT04878822,Antibodies,D000906,T002667,condition_1191
10822,NCT04878822,Hematologic Neoplasms,D019337,T057648,condition_331
10823,NCT04878822,COVID-19,D000086382,T001007884,condition_3
10824,NCT04878822,Vaccines,D014612,T042715,condition_1057
10825,NCT04878900,Chronic Pain,D059350,T778527,condition_87
10826,NCT04878900,COVID-19,D000086382,T001007884,condition_3
10827,NCT04878913,COVID-19,D000086382,T001007884,condition_3
10828,NCT04879251,"Diabetes Mellitus, Type 2",D003924,T011751,condition_6
10829,NCT04879251,COVID-19,D000086382,T001007884,condition_3
10830,NCT04880109,COVID-19,D000086382,T001007884,condition_3
10831,NCT04880122,COVID-19,D000086382,T001007884,condition_3
10832,NCT04880135,Musculoskeletal Pain,D059352,T776699,condition_302
10833,NCT04880161,COVID-19,D000086382,T001007884,condition_3
10834,NCT04880174,SARS Virus,D045473,T538594,condition_110
10835,NCT04880317,Heart Diseases,D006331,T019184,condition_641
10836,NCT04880317,COVID-19,D000086382,T001007884,condition_3
10837,NCT04880317,Cardiotoxicity,D066126,T857165,condition_1316
10838,NCT04880317,Extracellular Space,D005110,T015641,condition_1317
10839,NCT04880447,COVID-19,D000086382,T001007884,condition_3
10840,NCT04880642,COVID-19,D000086382,T001007884,condition_3
10841,NCT04880668,COVID-19,D000086382,T001007884,condition_3
10844,NCT04880694,COVID-19,D000086382,T001007884,condition_3
10845,NCT04880720,COVID-19,D000086382,T001007884,condition_3
10846,NCT04880720,"Arthritis, Rheumatoid",D001172,T003511,condition_251
10847,NCT04881214,COVID-19,D000086382,T001007884,condition_3
10848,NCT04881214,"Hypertension, Pulmonary",D006976,T020944,condition_800
10849,NCT04881214,Muscular Diseases,D009135,T027304,condition_1298
10850,NCT04881214,Lung Diseases,D008171,T024353,condition_397
10851,NCT04881227,Health Personnel,D006282,T019031,condition_261
10852,NCT04881227,COVID-19,D000086382,T001007884,condition_3
10853,NCT04881253,COVID-19,D000086382,T001007884,condition_3
10854,NCT04881253,Retinal Diseases,D012164,T036203,condition_1318
10855,NCT04881266,COVID-19,D000086382,T001007884,condition_3
10856,NCT04881266,"Respiration, Artificial",D012121,T036100,condition_112
10857,NCT04881266,Critical Illness,D016638,T049821,condition_17
10858,NCT04881266,Cognitive Dysfunction,D060825,T000902555,condition_559
10859,NCT04881305,COVID-19,D000086382,T001007884,condition_3
10860,NCT04881305,post-acute COVID-19 syndrome,C000711409,T001091779,condition_1062
10861,NCT04881396,COVID-19 Vaccines,D000086663,T001080092,condition_943
10862,NCT04881396,Iatrogenic Disease,D007049,T021093,condition_182
10863,NCT04882670,Hip Fractures,D006620,T019925,condition_1319
10864,NCT04882670,COVID-19,D000086382,T001007884,condition_3
10865,NCT04882865,Respiratory Insufficiency,D012131,T036135,condition_175
10866,NCT04882865,COVID-19,D000086382,T001007884,condition_3
10867,NCT04883138,COVID-19,D000086382,T001007884,condition_3
10868,NCT04883164,COVID-19,D000086382,T001007884,condition_3
10869,NCT04883177,COVID-19,D000086382,T001007884,condition_3
10870,NCT04883177,Liver Diseases,D008107,T024201,condition_295
10871,NCT04883177,Hypersensitivity,D006967,T020920,condition_734
10872,NCT04883190,"RNA, Viral",D012367,T036801,condition_195
10873,NCT04883203,COVID-19,D000086382,T001007884,condition_3
10874,NCT04883216,COVID-19,D000086382,T001007884,condition_3
10876,NCT04883216,Chronic Pain,D059350,T778527,condition_87
10877,NCT04883528,COVID-19,D000086382,T001007884,condition_3
10878,NCT04883788,COVID-19,D000086382,T001007884,condition_3
10879,NCT04883788,Joint Diseases,D007592,T022794,condition_1320
10880,NCT04883788,Knee,D007717,T023155,condition_1321
10881,NCT04883801,COVID-19,D000086382,T001007884,condition_3
10882,NCT04883801,"Infectious Disease Transmission, Vertical",D018445,T712671,condition_603
10883,NCT04883801,Communicable Diseases,D003141,T009157,condition_160
10884,NCT04883801,Pregnancy Related,0,0,condition_263
10885,NCT04884061,COVID-19,D000086382,T001007884,condition_3
10886,NCT04884061,Bronchoscopy,D001999,T005692,condition_883
10887,NCT04884061,Narrow Band Imaging,D062048,T797224,condition_1322
10888,NCT04884295,COVID-19,D000086382,T001007884,condition_3
10889,NCT04884321,Complementary Therapies,D000529,T001607,condition_1323
10890,NCT04884477,COVID-19,D000086382,T001007884,condition_3
10891,NCT04884477,Immunocompromised Host,D016867,T050499,condition_73
10892,NCT04884477,Plasma,D010949,T032243,condition_371
10893,NCT04884477,"Antigens, CD20",D018951,T056487,condition_1324
10894,NCT04884490,COVID-19,D000086382,T001007884,condition_3
10895,NCT04884529,Dementia,D003704,T010817,condition_560
10896,NCT04884529,Cognitive Dysfunction,D060825,T000902555,condition_559
10897,NCT04884685,COVID-19,D000086382,T001007884,condition_3
10898,NCT04884750,Pandemics,D058873,T658151,condition_69
10899,NCT04884776,Gastrointestinal Microbiome,D000069196,T000878738,condition_385
10900,NCT04884776,COVID-19 Vaccines,D000086663,T001080092,condition_943
10901,NCT04885192,Chronic Pain,D059350,T778527,condition_87
10902,NCT04885361,COVID-19,D000086382,T001007884,condition_3
10903,NCT04885452,SARS Virus,D045473,T538594,condition_110
10904,NCT04885452,COVID-19,D000086382,T001007884,condition_3
10905,NCT04885478,COVID-19,D000086382,T001007884,condition_3
10907,NCT04885491,"Hypertension, Pulmonary",D006976,T020944,condition_800
10908,NCT04885491,COVID-19,D000086382,T001007884,condition_3
10909,NCT04885504,COVID-19,D000086382,T001007884,condition_3
10910,NCT04885517,COVID-19,D000086382,T001007884,condition_3
10911,NCT04885530,COVID-19,D000086382,T001007884,condition_3
10912,NCT04885543,COVID-19,D000086382,T001007884,condition_3
10913,NCT04885764,COVID-19,D000086382,T001007884,condition_3
10914,NCT04885777,Nasopharynx,D009305,T027749,condition_563
10915,NCT04885777,"Anesthesia, Local",D000772,T002291,condition_1325
10916,NCT04885907,Vaccines,D014612,T042715,condition_1057
10917,NCT04885907,Immunosuppression,D007165,T021495,condition_366
10918,NCT04885907,COVID-19,D000086382,T001007884,condition_3
10919,NCT04886362,COVID-19,D000086382,T001007884,condition_3
10920,NCT04886414,COVID-19,D000086382,T001007884,condition_3
10921,NCT04887116,"Stress Disorders, Post-Traumatic",D013313,T039096,condition_95
10922,NCT04887129,COVID-19,D000086382,T001007884,condition_3
10923,NCT04887142,COVID-19,D000086382,T001007884,condition_3
10924,NCT04887220,Chronic Pain,D059350,T778527,condition_87
10925,NCT04887220,Intensive Care Units,D007362,T022065,condition_68
10926,NCT04887220,Quality of Life,D011788,T034831,condition_455
10927,NCT04887233,Virus Replication,D014779,T043235,condition_163
10928,NCT04887246,COVID-19,D000086382,T001007884,condition_3
10929,NCT04887246,"RNA, Viral",D012367,T036801,condition_195
10930,NCT04887272,COVID-19,D000086382,T001007884,condition_3
10931,NCT04887350,"Depressive Disorder, Major",D003865,T011490,condition_553
10932,NCT04887350,Depression,D003863,T011484,condition_105
10933,NCT04887623,COVID-19,D000086382,T001007884,condition_3
10934,NCT04887948,Pneumococcal Infections,D011008,T032380,condition_1326
10935,NCT04887948,COVID-19,D000086382,T001007884,condition_3
10937,NCT04888793,COVID-19,D000086382,T001007884,condition_3
10938,NCT04888793,COVID-19 Vaccines,D000086663,T001080092,condition_943
10939,NCT04888832,Healthcare Disparities,D054625,T690995,condition_618
10940,NCT04888832,Food Security,D000082302,T789597,condition_1327
10941,NCT04888949,COVID-19,D000086382,T001007884,condition_3
10942,NCT04889040,COVID-19,D000086382,T001007884,condition_3
10943,NCT04889209,COVID-19,D000086382,T001007884,condition_3
10944,NCT04889261,COVID-19,D000086382,T001007884,condition_3
10945,NCT04889261,Pulmonary Embolism,D011655,T034418,condition_249
10946,NCT04889274,Cardiovascular Diseases,D002318,T006662,condition_9
10947,NCT04889274,Vascular Diseases,D014652,T042863,condition_378
10948,NCT04889313,COVID-19,D000086382,T001007884,condition_3
10949,NCT04889326,COVID-19,D000086382,T001007884,condition_3
10950,NCT04889326,SARS Virus,D045473,T538594,condition_110
10951,NCT04889326,Venous Thrombosis,D020246,T059993,condition_248
10952,NCT04889326,Thrombocytopenia,D013921,T040826,condition_1328
10953,NCT04889326,Vaccination,D014611,T042713,condition_808
10954,NCT04889365,"RNA, Viral",D012367,T036801,condition_195
10955,NCT04890483,Rheumatic Diseases,D012216,T036335,condition_343
10956,NCT04890483,Autoimmune Diseases,D001327,T003912,condition_355
10957,NCT04890509,COVID-19,D000086382,T001007884,condition_3
10958,NCT04890600,Emotions,D004644,T014194,condition_607
10959,NCT04890600,"Adaptation, Psychological",D000223,T000655,condition_539
10960,NCT04890626,COVID-19,D000086382,T001007884,condition_3
10961,NCT04890652,Alcohol Drinking,D000428,T001287,condition_588
10962,NCT04890652,Hydrocortisone,D006854,T020679,condition_172
10963,NCT04890665,Anxiety,D001007,T003092,condition_104
10964,NCT04890665,Depression,D003863,T011484,condition_105
10965,NCT04890665,Sleep Wake Disorders,D012893,T000874097,condition_235
10966,NCT04890665,Quality of Life,D011788,T034831,condition_455
10967,NCT04890665,"Burnout, Professional",D002055,T005830,condition_405
10968,NCT04890665,Hydrocortisone,D006854,T020679,condition_172
10969,NCT04890665,Empathy,D004645,T014197,condition_1329
10970,NCT04891120,Health Status,D006304,T019120,condition_188
10971,NCT04891133,COVID-19,D000086382,T001007884,condition_3
10972,NCT04891133,"Communicable Diseases, Emerging",D021821,T405041,condition_781
10973,NCT04891172,COVID-19,D000086382,T001007884,condition_3
10974,NCT04891250,COVID-19,D000086382,T001007884,condition_3
10975,NCT04891250,Ivermectin,D007559,T022723,condition_722
10976,NCT04891276,Length of Stay,D007902,T023576,condition_1330
10977,NCT04891302,COVID-19,D000086382,T001007884,condition_3
10978,NCT04892459,COVID-19,D000086382,T001007884,condition_3
10979,NCT04892797,COVID-19,D000086382,T001007884,condition_3
10980,NCT04892888,COVID-19,D000086382,T001007884,condition_3
10981,NCT04892979,COVID-19,D000086382,T001007884,condition_3
10982,NCT04893031,tocilizumab,C502936,T648929,condition_174
10983,NCT04893031,COVID-19,D000086382,T001007884,condition_3
10984,NCT04893031,Critical Care,D003422,T009952,condition_240
10985,NCT04893031,Time Factors,D013997,T041053,condition_586
10986,NCT04893057,COVID-19,D000086382,T001007884,condition_3
10987,NCT04893070,"RNA, Viral",D012367,T036801,condition_195
10988,NCT04893070,COVID-19,D000086382,T001007884,condition_3
10989,NCT04893122,Emergencies,D004630,T014115,condition_439
10990,NCT04893265,Educational Activities,0,0,condition_1331
10991,NCT04893512,COVID-19,D000086382,T001007884,condition_3
10992,NCT04893668,COVID-19,D000086382,T001007884,condition_3
10993,NCT04893668,Depression,D003863,T011484,condition_105
10994,NCT04893668,Anxiety,D001007,T003092,condition_104
10995,NCT04893694,"RNA, Viral",D012367,T036801,condition_195
10996,NCT04894214,COVID-19,D000086382,T001007884,condition_3
