age,age_id
"18 Years to 99 Years  (Adult, Older Adult)",age_156
"18 Years to 99 Years  (Adult, Older Adult)",age_156
"18 Years to 99 Years  (Adult, Older Adult)",age_156
"18 Years to 99 Years  (Adult, Older Adult)",age_156
"18 Years to 99 Years  (Adult, Older Adult)",age_156
"18 Years to 99 Years  (Adult, Older Adult)",age_156
"18 Years to 99 Years  (Adult, Older Adult)",age_156
"18 Years to 99 Years  (Adult, Older Adult)",age_156
"18 Years to 99 Years  (Adult, Older Adult)",age_156
"18 Years to 99 Years  (Adult, Older Adult)",age_156
"18 Years to 99 Years  (Adult, Older Adult)",age_156
"18 Years to 99 Years  (Adult, Older Adult)",age_156
"18 Years to 99 Years  (Adult, Older Adult)",age_156
"18 Years to 99 Years  (Adult, Older Adult)",age_156
"18 Years to 99 Years  (Adult, Older Adult)",age_156
"18 Years to 99 Years  (Adult, Older Adult)",age_156
"18 Years to 99 Years  (Adult, Older Adult)",age_156
"18 Years to 99 Years  (Adult, Older Adult)",age_156
"18 Years to 99 Years  (Adult, Older Adult)",age_156
"18 Years to 99 Years  (Adult, Older Adult)",age_156
"18 Years to 99 Years  (Adult, Older Adult)",age_156
"18 Years to 99 Years  (Adult, Older Adult)",age_156
"18 Years to 99 Years  (Adult, Older Adult)",age_156
"18 Years to 99 Years  (Adult, Older Adult)",age_156
"18 Years to 99 Years  (Adult, Older Adult)",age_156
"18 Years to 99 Years  (Adult, Older Adult)",age_156
"18 Years to 99 Years  (Adult, Older Adult)",age_156
"18 Years to 99 Years  (Adult, Older Adult)",age_156
"18 Years to 99 Years  (Adult, Older Adult)",age_156
"18 Years to 99 Years  (Adult, Older Adult)",age_156
"18 Years to 99 Years  (Adult, Older Adult)",age_156
"18 Years to 99 Years  (Adult, Older Adult)",age_156
"18 Years to 99 Years   (Adult, Older Adult)",age_156
"19 Years and older  (Adult, Older Adult)",age_157
"19 Years and older  (Adult, Older Adult)",age_157
"19 Years and older  (Adult, Older Adult)",age_157
"19 Years and older  (Adult, Older Adult)",age_157
"19 Years and older  (Adult, Older Adult)",age_157
"19 Years and older  (Adult, Older Adult)",age_157
"19 Years and older  (Adult, Older Adult)",age_157
"19 Years and older  (Adult, Older Adult)",age_157
"19 Years and older  (Adult, Older Adult)",age_157
"19 Years and older  (Adult, Older Adult)",age_157
"19 Years and older  (Adult, Older Adult)",age_157
"19 Years and older  (Adult, Older Adult)",age_157
"19 Years and older  (Adult, Older Adult)",age_157
"19 Years and older  (Adult, Older Adult)",age_157
"19 Years and older  (Adult, Older Adult)",age_157
"19 Years and older  (Adult, Older Adult)",age_157
"19 Years and older  (Adult, Older Adult)",age_157
"19 Years and older  (Adult, Older Adult)",age_157
"19 Years and older  (Adult, Older Adult)",age_157
"19 Years and older  (Adult, Older Adult)",age_157
"19 Years and older  (Adult, Older Adult)",age_157
"19 Years and older  (Adult, Older Adult)",age_157
"19 Years and older  (Adult, Older Adult)",age_157
"19 Years and older  (Adult, Older Adult)",age_157
"19 Years and older  (Adult, Older Adult)",age_157
"19 Years and older  (Adult, Older Adult)",age_157
"19 Years and older  (Adult, Older Adult)",age_157
"19 Years and older  (Adult, Older Adult)",age_157
"19 Years and older  (Adult, Older Adult)",age_157
"19 Years and older  (Adult, Older Adult)",age_157
"19 Years and older  (Adult, Older Adult)",age_157
"19 Years and older  (Adult, Older Adult)",age_157
"19 Years and older  (Adult, Older Adult)",age_157
"19 Years and older  (Adult, Older Adult)",age_157
"19 Years and older  (Adult, Older Adult)",age_157
"19 Years and older  (Adult, Older Adult)",age_157
"19 Years and older  (Adult, Older Adult)",age_157
19 Years to 26 Years  (Adult),age_158
19 Years to 26 Years  (Adult),age_158
19 Years to 45 Years  (Adult),age_159
19 Years to 49 Years  (Adult),age_160
19 Years to 55 Years  (Adult),age_161
19 Years to 55 Years  (Adult),age_162
19 Years to 55 Years  (Adult),age_162
19 Years to 64 Years  (Adult),age_163
19 Years to 64 Years  (Adult),age_163
"19 Years to 65 Years  (Adult, Older Adult)",age_164
"19 Years to 65 Years  (Adult, Older Adult)",age_164
"19 Years to 65 Years  (Adult, Older Adult)",age_164
"19 Years to 70 Years  (Adult, Older Adult)",age_165
"19 Years to 70 Years  (Adult, Older Adult)",age_165
"19 Years to 75 Years  (Adult, Older Adult)",age_166
"19 Years to 75 Years  (Adult, Older Adult)",age_166
"19 Years to 80 Years  (Adult, Older Adult)",age_167
"19 Years to 80 Years  (Adult, Older Adult)",age_167
"19 Years to 85 Years  (Adult, Older Adult)",age_168
"19 Years to 85 Years  (Adult, Older Adult)",age_168
"19 Years to 85 Years  (Adult, Older Adult)",age_168
"19 Years to 85 Years  (Adult, Older Adult)",age_168
"19 Years to 95 Years  (Adult, Older Adult)",age_169
"2 Months and older  (Child, Adult, Older Adult)",age_170
"2 Months and older  (Child, Adult, Older Adult)",age_170
2 Months to 17 Years  (Child),age_171
"2 Years and older  (Child, Adult, Older Adult)",age_172
"2 Years and older  (Child, Adult, Older Adult)",age_172
"2 Years and older  (Child, Adult, Older Adult)",age_172
"2 Years and older  (Child, Adult, Older Adult)",age_172
"2 Years and older  (Child, Adult, Older Adult)",age_172
"2 Years and older  (Child, Adult, Older Adult)",age_172
"2 Years and older  (Child, Adult, Older Adult)",age_172
"2 Years to 125 Years  (Child, Adult, Older Adult)",age_173
2 Years to 15 Years  (Child),age_174
"2 Years to 18 Years  (Child, Adult)",age_175
"2 Years to 18 Years  (Child, Adult)",age_175
"2 Years to 18 Years  (Child, Adult)",age_175
"2 Years to 18 Years  (Child, Adult)",age_175
"2 Years to 27 Years  (Child, Adult)",age_176
"20 Years and older  (Adult, Older Adult)",age_177
"20 Years and older  (Adult, Older Adult)",age_177
"20 Years and older  (Adult, Older Adult)",age_177
"20 Years and older  (Adult, Older Adult)",age_177
"20 Years and older  (Adult, Older Adult)",age_177
"20 Years and older  (Adult, Older Adult)",age_177
"20 Years and older  (Adult, Older Adult)",age_177
"20 Years and older  (Adult, Older Adult)",age_177
"20 Years and older  (Adult, Older Adult)",age_177
"20 Years and older  (Adult, Older Adult)",age_177
"20 Years and older  (Adult, Older Adult)",age_177
"20 Years and older  (Adult, Older Adult)",age_177
"20 Years and older  (Adult, Older Adult)",age_177
"20 Years and older  (Adult, Older Adult)",age_177
"20 Years and older  (Adult, Older Adult)",age_177
"20 Years and older  (Adult, Older Adult)",age_177
"20 Years and older  (Adult, Older Adult)",age_177
"20 Years and older  (Adult, Older Adult)",age_177
"20 Years and older  (Adult, Older Adult)",age_177
"20 Years and older  (Adult, Older Adult)",age_177
"20 Years and older  (Adult, Older Adult)",age_177
"20 Years and older  (Adult, Older Adult)",age_177
"20 Years and older  (Adult, Older Adult)",age_177
"20 Years and older  (Adult, Older Adult)",age_177
"20 Years to 100 Years  (Adult, Older Adult)",age_178
"20 Years to 100 Years  (Adult, Older Adult)",age_178
"20 Years to 100 Years  (Adult, Older Adult)",age_178
"20 Years to 110 Years  (Adult, Older Adult)",age_179
20 Years to 22 Years  (Adult),age_180
20 Years to 30 Years  (Adult),age_181
20 Years to 38 Years  (Adult),age_182
20 Years to 39 Years  (Adult),age_183
20 Years to 40 Years  (Adult),age_184
20 Years to 40 Years  (Adult),age_184
20 Years to 40 Years  (Adult),age_184
20 Years to 40 Years  (Adult),age_184
20 Years to 40 Years  (Adult),age_184
20 Years to 45 Years  (Adult),age_185
20 Years to 50 Years  (Adult),age_186
20 Years to 50 Years  (Adult),age_186
20 Years to 50 Years  (Adult),age_186
20 Years to 50 Years  (Adult),age_186
20 Years to 50 Years  (Adult),age_186
20 Years to 50 Years  (Adult),age_186
20 Years to 50 Years  (Adult),age_186
20 Years to 55 Years  (Adult),age_187
20 Years to 55 Years  (Adult),age_187
20 Years to 55 Years  (Adult),age_187
20 Years to 59 Years  (Adult),age_188
20 Years to 60 Years  (Adult),age_189
20 Years to 60 Years  (Adult),age_189
20 Years to 60 Years  (Adult),age_189
20 Years to 60 Years  (Adult),age_189
20 Years to 60 Years  (Adult),age_189
20 Years to 60 Years  (Adult),age_189
"20 Years to 65 Years  (Adult, Older Adult)",age_190
"20 Years to 65 Years  (Adult, Older Adult)",age_190
"20 Years to 65 Years  (Adult, Older Adult)",age_190
"20 Years to 65 Years  (Adult, Older Adult)",age_190
"20 Years to 65 Years  (Adult, Older Adult)",age_190
"20 Years to 65 Years  (Adult, Older Adult)",age_190
"20 Years to 65 Years  (Adult, Older Adult)",age_190
"20 Years to 69 Years  (Adult, Older Adult)",age_191
"20 Years to 70 Years  (Adult, Older Adult)",age_192
"20 Years to 70 Years  (Adult, Older Adult)",age_192
"20 Years to 70 Years  (Adult, Older Adult)",age_192
"20 Years to 70 Years  (Adult, Older Adult)",age_192
"20 Years to 70 Years  (Adult, Older Adult)",age_192
"20 Years to 70 Years  (Adult, Older Adult)",age_192
"20 Years to 73 Years  (Adult, Older Adult)",age_193
"20 Years to 74 Years  (Adult, Older Adult)",age_194
"20 Years to 75 Years  (Adult, Older Adult)",age_195
"20 Years to 75 Years  (Adult, Older Adult)",age_195
"20 Years to 79 Years  (Adult, Older Adult)",age_196
"20 Years to 80 Years  (Adult, Older Adult)",age_197
"20 Years to 80 Years  (Adult, Older Adult)",age_197
"20 Years to 80 Years  (Adult, Older Adult)",age_197
"20 Years to 80 Years  (Adult, Older Adult)",age_197
"20 Years to 80 Years  (Adult, Older Adult)",age_197
"20 Years to 85 Years  (Adult, Older Adult)",age_198
"20 Years to 85 Years  (Adult, Older Adult)",age_198
"20 Years to 85 Years  (Adult, Older Adult)",age_198
"20 Years to 85 Years  (Adult, Older Adult)",age_198
"20 Years to 90 Years  (Adult, Older Adult)",age_199
"20 Years to 90 Years  (Adult, Older Adult)",age_199
"20 Years to 99 Years  (Adult, Older Adult)",age_200
"21 Years and older  (Adult, Older Adult)",age_201
"21 Years and older  (Adult, Older Adult)",age_201
"21 Years and older  (Adult, Older Adult)",age_201
"21 Years and older  (Adult, Older Adult)",age_201
"21 Years and older  (Adult, Older Adult)",age_201
"21 Years and older  (Adult, Older Adult)",age_201
"21 Years and older  (Adult, Older Adult)",age_201
"21 Years and older  (Adult, Older Adult)",age_201
"21 Years and older  (Adult, Older Adult)",age_201
"21 Years and older  (Adult, Older Adult)",age_201
"21 Years and older  (Adult, Older Adult)",age_201
"21 Years and older  (Adult, Older Adult)",age_201
"21 Years and older  (Adult, Older Adult)",age_201
"21 Years and older  (Adult, Older Adult)",age_201
"21 Years and older  (Adult, Older Adult)",age_201
"21 Years and older  (Adult, Older Adult)",age_201
"21 Years and older  (Adult, Older Adult)",age_201
"21 Years and older  (Adult, Older Adult)",age_201
"21 Years and older  (Adult, Older Adult)",age_201
"21 Years and older  (Adult, Older Adult)",age_201
"21 Years and older  (Adult, Older Adult)",age_201
"21 Years and older  (Adult, Older Adult)",age_201
"21 Years and older  (Adult, Older Adult)",age_201
"21 Years and older  (Adult, Older Adult)",age_201
"21 Years and older  (Adult, Older Adult)",age_201
"21 Years and older  (Adult, Older Adult)",age_201
"21 Years to 100 Years  (Adult, Older Adult)",age_202
"21 Years to 100 Years  (Adult, Older Adult)",age_202
21 Years to 40 Years  (Adult),age_203
21 Years to 40 Years  (Adult),age_203
21 Years to 50 Years  (Adult),age_204
21 Years to 50 Years  (Adult),age_204
21 Years to 50 Years  (Adult),age_204
21 Years to 58 Years  (Adult),age_205
21 Years to 60 Years  (Adult),age_206
21 Years to 60 Years  (Adult),age_206
21 Years to 60 Years  (Adult),age_206
21 Years to 60 Years  (Adult),age_206
21 Years to 64 Years  (Adult),age_207
"21 Years to 65 Years  (Adult, Older Adult)",age_208
"21 Years to 65 Years  (Adult, Older Adult)",age_208
"21 Years to 70 Years  (Adult, Older Adult)",age_209
"21 Years to 70 Years  (Adult, Older Adult)",age_209
"21 Years to 70 Years  (Adult, Older Adult)",age_209
"21 Years to 70 Years  (Adult, Older Adult)",age_209
"21 Years to 70 Years  (Adult, Older Adult)",age_209
"21 Years to 75 Years  (Adult, Older Adult)",age_210
"21 Years to 75 Years  (Adult, Older Adult)",age_210
"21 Years to 80 Years  (Adult, Older Adult)",age_211
"21 Years to 80 Years  (Adult, Older Adult)",age_211
"21 Years to 80 Years  (Adult, Older Adult)",age_211
"21 Years to 80 Years  (Adult, Older Adult)",age_211
"21 Years to 80 Years  (Adult, Older Adult)",age_211
"21 Years to 80 Years  (Adult, Older Adult)",age_211
"21 Years to 80 Years  (Adult, Older Adult)",age_211
"21 Years to 80 Years  (Adult, Older Adult)",age_211
"21 Years to 90 Years  (Adult, Older Adult)",age_212
"21 Years to 95 Years  (Adult, Older Adult)",age_213
"21 Years to 99 Years  (Adult, Older Adult)",age_214
"216 Months and older  (Adult, Older Adult)",age_215
22 Weeks to 28 Weeks  (Child),age_216
"22 Years and older  (Adult, Older Adult)",age_217
"22 Years and older  (Adult, Older Adult)",age_217
"22 Years and older  (Adult, Older Adult)",age_217
"22 Years to 65 Years  (Adult, Older Adult)",age_218
"22 Years to 65 Years  (Adult, Older Adult)",age_218
"22 Years to 72 Years  (Adult, Older Adult)",age_219
"22 Years to 72 Years  (Adult, Older Adult)",age_219
"22 Years to 75 Years  (Adult, Older Adult)",age_220
"22 Years to 75 Years  (Adult, Older Adult)",age_220
"23 Years and older  (Adult, Older Adult)",age_221
"23 Years and older  (Adult, Older Adult)",age_221
23 Years to 55 Years  (Adult),age_222
"23 Years to 75 Years  (Adult, Older Adult)",age_223
"24 Months to 18 Years  (Child, Adult)",age_224
24 Years to 37 Years  (Adult),age_225
24 Years to 45 Years  (Adult),age_226
24 Years to 60 Years  (Adult),age_227
"24 Years to 80 Years  (Adult, Older Adult)",age_228
"25 Years and older  (Adult, Older Adult)",age_229
"25 Years and older  (Adult, Older Adult)",age_229
"25 Years and older  (Adult, Older Adult)",age_229
"25 Years and older  (Adult, Older Adult)",age_229
"25 Years and older  (Adult, Older Adult)",age_229
25 Years to 35 Years  (Adult),age_230
25 Years to 40 Years  (Adult),age_231
25 Years to 55 Years  (Adult),age_232
25 Years to 60 Years  (Adult),age_233
25 Years to 60 Years  (Adult),age_233
25 Years to 60 Years  (Adult),age_233
25 Years to 60 Years  (Adult),age_233
"25 Years to 65 Years  (Adult, Older Adult)",age_234
"25 Years to 65 Years  (Adult, Older Adult)",age_234
"25 Years to 67 Years  (Adult, Older Adult)",age_235
"25 Years to 70 Years  (Adult, Older Adult)",age_236
"25 Years to 70 Years  (Adult, Older Adult)",age_236
"25 Years to 70 Years  (Adult, Older Adult)",age_236
"25 Years to 70 Years  (Adult, Older Adult)",age_236
"25 Years to 71 Years  (Adult, Older Adult)",age_237
"25 Years to 80 Years  (Adult, Older Adult)",age_238
"25 Years to 80 Years  (Adult, Older Adult)",age_238
"25 Years to 80 Years  (Adult, Older Adult)",age_238
"25 Years to 80 Years  (Adult, Older Adult)",age_238
"25 Years to 80 Years  (Adult, Older Adult)",age_238
"25 Years to 99 Years  (Adult, Older Adult)",age_239
26 Years to 40 Years  (Adult),age_240
26 Years to 45 Years   (Adult),age_241
28 Years to 45 Years  (Adult),age_241
"3 Months and older  (Child, Adult, Older Adult)",age_242
"3 Months and older  (Child, Adult, Older Adult)",age_242
3 Months to 16 Years  (Child),age_243
"3 Years and older  (Child, Adult, Older Adult)",age_244
"3 Years and older  (Child, Adult, Older Adult)",age_244
"3 Years and older  (Child, Adult, Older Adult)",age_244
"3 Years and older  (Child, Adult, Older Adult)",age_244
"3 Years and older  (Child, Adult, Older Adult)",age_244
"3 Years and older  (Child, Adult, Older Adult)",age_244
"3 Years and older  (Child, Adult, Older Adult)",age_244
"3 Years and older  (Child, Adult, Older Adult)",age_244
3 Years to 10 Years  (Child),age_245
3 Years to 11 Years  (Child),age_246
3 Years to 13 Years  (Child),age_247
3 Years to 16 Years  (Child),age_248
3 Years to 16 Years  (Child),age_248
3 Years to 17 Years  (Child),age_249
3 Years to 17 Years  (Child),age_249
3 Years to 17 Years  (Child),age_249
"3 Years to 18 Years  (Child, Adult)",age_250
"3 Years to 25 Years  (Child, Adult)",age_251
3 Years to 4 Years  (Child),age_252
3 Years to 6 Years  (Child),age_253
"3 Years to 67 Years  (Child, Adult, Older Adult)",age_254
"3 Years to 72 Years  (Child, Adult, Older Adult)",age_255
3 Years to 8 Years  (Child),age_256
"3 Years to 99 Years  (Child, Adult, Older Adult)",age_257
"3 Years to 99 Years  (Child, Adult, Older Adult)",age_257
"30 Years and older  (Adult, Older Adult)",age_258
"30 Years and older  (Adult, Older Adult)",age_258
"30 Years and older  (Adult, Older Adult)",age_258
"30 Years and older  (Adult, Older Adult)",age_258
"30 Years and older  (Adult, Older Adult)",age_258
"30 Years and older  (Adult, Older Adult)",age_258
30 Years to 55 Years  (Adult),age_259
30 Years to 60 Years  (Adult),age_260
30 Years to 60 Years  (Adult),age_260
30 Years to 60 Years  (Adult),age_260
30 Years to 60 Years  (Adult),age_260
30 Years to 60 Years  (Adult),age_260
"30 Years to 66 Years  (Adult, Older Adult)",age_261
"30 Years to 66 Years  (Adult, Older Adult)",age_261
"30 Years to 70 Years  (Adult, Older Adult)",age_262
"30 Years to 70 Years  (Adult, Older Adult)",age_262
"30 Years to 70 Years  (Adult, Older Adult)",age_262
"30 Years to 70 Years  (Adult, Older Adult)",age_262
"30 Years to 70 Years  (Adult, Older Adult)",age_262
"30 Years to 75 Years  (Adult, Older Adult)",age_263
"30 Years to 80 Years  (Adult, Older Adult)",age_264
"30 Years to 80 Years  (Adult, Older Adult)",age_264
"30 Years to 80 Years  (Adult, Older Adult)",age_264
"30 Years to 85 Years  (Adult, Older Adult)",age_265
"30 Years to 90 Years  (Adult, Older Adult)",age_266
"31 Days and older  (Child, Adult, Older Adult)",age_267
"31 Days to 18 Years  (Child, Adult)",age_268
"34 Years to 92 Years  (Adult, Older Adult)",age_269
"35 Years and older  (Adult, Older Adult)",age_270
"35 Years and older  (Adult, Older Adult)",age_270
"35 Years to 100 Years  (Adult, Older Adult)",age_271
35 Years to 45 Years  (Adult),age_272
"35 Years to 65 Years  (Adult, Older Adult)",age_273
"35 Years to 65 Years  (Adult, Older Adult)",age_273
"35 Years to 65 Years  (Adult, Older Adult)",age_273
"35 Years to 65 Years  (Adult, Older Adult)",age_273
"35 Years to 65 Years  (Adult, Older Adult)",age_273
"35 Years to 65 Years  (Adult, Older Adult)",age_273
"35 Years to 70 Years  (Adult, Older Adult)",age_274
"35 Years to 80 Years  (Adult, Older Adult)",age_275
36 Years to 63 Years  (Adult),age_276
"37 Years to 68 Years  (Adult, Older Adult)",age_277
"38 Years to 71 Years  (Adult, Older Adult)",age_278
"4 Years and older  (Child, Adult, Older Adult)",age_279
"4 Years and older  (Child, Adult, Older Adult)",age_279
"4 Years and older  (Child, Adult, Older Adult)",age_279
"4 Years and older  (Child, Adult, Older Adult)",age_279
4 Years to 12 Years  (Child),age_280
4 Years to 13 Years  (Child),age_281
4 Years to 17 Years  (Child),age_282
"4 Years to 18 Years  (Child, Adult)",age_283
"4 Years to 18 Years  (Child, Adult)",age_283
4 Years to 6 Years  (Child),age_284
"4 Years to 64 Years  (Child, Adult)",age_285
4 Years to 7 Years  (Child),age_286
"4 Years to 80 Years  (Child, Adult, Older Adult)",age_287
"4 Years to 99 Years  (Child, Adult, Older Adult)",age_288
"40 Years and older  (Adult, Older Adult)",age_289
"40 Years and older  (Adult, Older Adult)",age_289
"40 Years and older  (Adult, Older Adult)",age_289
"40 Years and older  (Adult, Older Adult)",age_289
"40 Years and older  (Adult, Older Adult)",age_289
"40 Years and older  (Adult, Older Adult)",age_289
"40 Years and older  (Adult, Older Adult)",age_289
"40 Years and older  (Adult, Older Adult)",age_289
"40 Years and older  (Adult, Older Adult)",age_289
"40 Years and older  (Adult, Older Adult)",age_289
"40 Years and older  (Adult, Older Adult)",age_289
"40 Years and older  (Adult, Older Adult)",age_289
"40 Years and older  (Adult, Older Adult)",age_289
"40 Years and older  (Adult, Older Adult)",age_289
"40 Years and older  (Adult, Older Adult)",age_289
"40 Years and older  (Adult, Older Adult)",age_289
"40 Years and older  (Adult, Older Adult)",age_289
"40 Years and older  (Adult, Older Adult)",age_289
"40 Years and older  (Adult, Older Adult)",age_289
"40 Years and older  (Adult, Older Adult)",age_289
"40 Years and older  (Adult, Older Adult)",age_289
"40 Years and older  (Adult, Older Adult)",age_289
"40 Years and older  (Adult, Older Adult)",age_289
"40 Years and older  (Adult, Older Adult)",age_289
"40 Years and older  (Adult, Older Adult)",age_289
"40 Years to 100 Years  (Adult, Older Adult)",age_290
40 Years to 60 Years  (Adult),age_291
40 Years to 60 Years  (Adult),age_291
40 Years to 60 Years  (Adult),age_291
40 Years to 60 Years  (Adult),age_291
"40 Years to 65 Years  (Adult, Older Adult)",age_292
"40 Years to 70 Years  (Adult, Older Adult)",age_293
"40 Years to 75 Years  (Adult, Older Adult)",age_294
"40 Years to 75 Years  (Adult, Older Adult)",age_294
"40 Years to 75 Years  (Adult, Older Adult)",age_294
"40 Years to 76 Years  (Adult, Older Adult)",age_295
"40 Years to 80 Years  (Adult, Older Adult)",age_296
"40 Years to 80 Years  (Adult, Older Adult)",age_296
"40 Years to 80 Years  (Adult, Older Adult)",age_296
"40 Years to 80 Years  (Adult, Older Adult)",age_296
"40 Years to 80 Years  (Adult, Older Adult)",age_296
"40 Years to 80 Years  (Adult, Older Adult)",age_296
"40 Years to 80 Years  (Adult, Older Adult)",age_296
"40 Years to 85 Years  (Adult, Older Adult)",age_297
"40 Years to 85 Years  (Adult, Older Adult)",age_297
"40 Years to 90 Years  (Adult, Older Adult)",age_298
"44 Weeks to 18 Years  (Child, Adult)",age_299
"45 Years and older  (Adult, Older Adult)",age_300
"45 Years and older  (Adult, Older Adult)",age_300
"45 Years and older  (Adult, Older Adult)",age_300
"45 Years and older  (Adult, Older Adult)",age_300
"45 Years and older  (Adult, Older Adult)",age_300
"45 Years and older  (Adult, Older Adult)",age_300
"45 Years to 65 Years  (Adult, Older Adult)",age_301
"45 Years to 65 Years  (Adult, Older Adult)",age_301
"45 Years to 75 Years  (Adult, Older Adult)",age_302
"45 Years to 75 Years  (Adult, Older Adult)",age_302
"45 Years to 80 Years  (Adult, Older Adult)",age_303
"45 Years to 80 Years  (Adult, Older Adult)",age_303
"45 Years to 80 Years  (Adult, Older Adult)",age_303
"45 Years to 85 Years  (Adult, Older Adult)",age_304
"46 Years and older  (Adult, Older Adult)",age_305
48 Years to 60 Years  (Adult),age_306
"5 Years and older  (Child, Adult, Older Adult)",age_307
"5 Years and older  (Child, Adult, Older Adult)",age_307
"5 Years and older  (Child, Adult, Older Adult)",age_307
"5 Years and older  (Child, Adult, Older Adult)",age_307
"5 Years and older  (Child, Adult, Older Adult)",age_307
"5 Years and older  (Child, Adult, Older Adult)",age_307
"5 Years and older  (Child, Adult, Older Adult)",age_307
"5 Years and older  (Child, Adult, Older Adult)",age_307
"5 Years and older  (Child, Adult, Older Adult)",age_307
"5 Years and older  (Child, Adult, Older Adult)",age_307
"5 Years and older  (Child, Adult, Older Adult)",age_307
"5 Years and older  (Child, Adult, Older Adult)",age_307
"5 Years and older  (Child, Adult, Older Adult)",age_307
"5 Years and older  (Child, Adult, Older Adult)",age_307
5 Years to 12 Years  (Child),age_308
5 Years to 15 Years  (Child),age_309
"5 Years to 65 Years  (Child, Adult, Older Adult)",age_310
"5 Years to 70 Years  (Child, Adult, Older Adult)",age_311
"5 Years to 75 Years  (Child, Adult, Older Adult)",age_312
"5 Years to 85 Years  (Child, Adult, Older Adult)",age_313
"5 Years to 90 Years  (Child, Adult, Older Adult)",age_314
"5 Years to 90 Years  (Child, Adult, Older Adult)",age_314
"50 Years and older  (Adult, Older Adult)",age_315
"50 Years and older  (Adult, Older Adult)",age_315
"50 Years and older  (Adult, Older Adult)",age_315
"50 Years and older  (Adult, Older Adult)",age_315
"50 Years and older  (Adult, Older Adult)",age_315
"50 Years and older  (Adult, Older Adult)",age_315
"50 Years and older  (Adult, Older Adult)",age_315
"50 Years and older  (Adult, Older Adult)",age_315
"50 Years and older  (Adult, Older Adult)",age_315
"50 Years and older  (Adult, Older Adult)",age_315
"50 Years and older  (Adult, Older Adult)",age_315
"50 Years and older  (Adult, Older Adult)",age_315
"50 Years and older  (Adult, Older Adult)",age_315
"50 Years and older  (Adult, Older Adult)",age_315
"50 Years and older  (Adult, Older Adult)",age_315
"50 Years and older  (Adult, Older Adult)",age_315
"50 Years and older  (Adult, Older Adult)",age_315
"50 Years and older  (Adult, Older Adult)",age_315
"50 Years and older  (Adult, Older Adult)",age_315
"50 Years and older  (Adult, Older Adult)",age_315
"50 Years and older  (Adult, Older Adult)",age_315
"50 Years and older  (Adult, Older Adult)",age_315
"50 Years and older  (Adult, Older Adult)",age_315
"50 Years and older  (Adult, Older Adult)",age_315
"50 Years and older  (Adult, Older Adult)",age_315
"50 Years and older  (Adult, Older Adult)",age_315
"50 Years and older  (Adult, Older Adult)",age_315
"50 Years and older  (Adult, Older Adult)",age_315
"50 Years and older  (Adult, Older Adult)",age_315
"50 Years and older  (Adult, Older Adult)",age_315
"50 Years to 100 Years  (Adult, Older Adult)",age_316
"50 Years to 100 Years  (Adult, Older Adult)",age_316
"50 Years to 110 Years  (Adult, Older Adult)",age_317
"50 Years to 65 Years  (Adult, Older Adult)",age_318
"50 Years to 70 Years  (Adult, Older Adult)",age_319
"50 Years to 70 Years  (Adult, Older Adult)",age_319
"50 Years to 75 Years  (Adult, Older Adult)",age_320
"50 Years to 75 Years  (Adult, Older Adult)",age_320
"50 Years to 75 Years  (Adult, Older Adult)",age_320
"50 Years to 80 Years  (Adult, Older Adult)",age_321
"50 Years to 85 Years  (Adult, Older Adult)",age_322
"50 Years to 85 Years  (Adult, Older Adult)",age_322
"50 Years to 85 Years  (Adult, Older Adult)",age_322
"50 Years to 85 Years  (Adult, Older Adult)",age_322
"50 Years to 89 Years  (Adult, Older Adult)",age_323
"50 Years to 90 Years  (Adult, Older Adult)",age_324
"52 Years and older  (Adult, Older Adult)",age_325
"55 Years and older  (Adult, Older Adult)",age_325
"55 Years and older  (Adult, Older Adult)",age_325
"55 Years and older  (Adult, Older Adult)",age_325
"55 Years and older  (Adult, Older Adult)",age_325
"55 Years and older  (Adult, Older Adult)",age_325
"55 Years and older  (Adult, Older Adult)",age_325
"55 Years and older  (Adult, Older Adult)",age_325
"55 Years and older  (Adult, Older Adult)",age_325
"55 Years and older  (Adult, Older Adult)",age_325
"55 Years to 120 Years  (Adult, Older Adult)",age_326
"55 Years to 85 Years  (Adult, Older Adult)",age_327
"55 Years to 85 Years  (Adult, Older Adult)",age_327
"55 Years to 85 Years  (Adult, Older Adult)",age_327
"6 Months and older  (Child, Adult, Older Adult)",age_328
"6 Months to 100 Years  (Child, Adult, Older Adult)",age_329
"6 Months to 100 Years  (Child, Adult, Older Adult)",age_329
"6 Months to 100 Years  (Child, Adult, Older Adult)",age_329
6 Months to 11 Years  (Child),age_330
6 Months to 11 Years  (Child),age_330
"6 Months to 120 Years  (Child, Adult, Older Adult)",age_331
6 Months to 17 Years  (Child),age_332
6 Months to 6 Years  (Child),age_333
"6 Months to 80 Years  (Child, Adult, Older Adult)",age_334
"6 Months to 80 Years  (Child, Adult, Older Adult)",age_334
6 Months to 9 Months  (Child),age_335
"6 Years and older  (Child, Adult, Older Adult)",age_336
"6 Years and older  (Child, Adult, Older Adult)",age_336
"6 Years and older  (Child, Adult, Older Adult)",age_336
"6 Years and older  (Child, Adult, Older Adult)",age_336
"6 Years and older  (Child, Adult, Older Adult)",age_336
"6 Years and older  (Child, Adult, Older Adult)",age_336
6 Years to 10 Years  (Child),age_337
6 Years to 13 Years  (Child),age_338
6 Years to 17 Years  (Child),age_339
"6 Years to 18 Years  (Child, Adult)",age_340
