nctid,studytype_id,Study_Type,
NCT04588441,studytype_8,Interventional,
NCT04683224,studytype_8,Interventional,
NCT04410432,studytype_9,Observational,
NCT04427280,studytype_9,Observational,
NCT04626089,studytype_8,Interventional,
NCT04788394,studytype_9,Observational,
NCT04316728,studytype_8,Interventional,
NCT04281693,studytype_8,Interventional,
NCT04468217,studytype_9,Observational,
NCT04382196,studytype_9,Observational,
NCT04791462,studytype_9,Observational,
NCT04473898,studytype_8,Interventional,
NCT04263402,studytype_8,Interventional,
NCT04327349,studytype_8,Interventional,
NCT04366752,studytype_9,Observational,
NCT04438629,studytype_9,Observational,
NCT04531735,studytype_9,Observational,
NCT04918914,studytype_8,Interventional,
NCT04373135,studytype_8,Interventional,
NCT04357730,studytype_8,Interventional,
NCT04516668,studytype_9,Observational,
NCT04358640,studytype_9,Observational,
NCT04453371,studytype_8,Interventional,
NCT04328129,studytype_8,Interventional,
NCT04407208,studytype_8,Interventional,
NCT04843878,studytype_9,Observational,
NCT04444700,studytype_8,Interventional,
NCT04636021,studytype_9,Observational,
NCT04511923,studytype_8,Interventional,
NCT04541680,studytype_8,Interventional,
NCT04884061,studytype_9,Observational,
NCT04542330,studytype_8,Interventional,
NCT04382131,studytype_8,Interventional,
NCT04429555,studytype_8,Interventional,
NCT04333368,studytype_8,Interventional,
NCT04468958,studytype_8,Interventional,
NCT04366817,studytype_8,Interventional,
NCT04651387,studytype_8,Interventional,
NCT04339387,studytype_9,Observational,
NCT04379453,studytype_8,Interventional,
NCT04609332,studytype_9,Observational,
NCT04570488,studytype_8,Interventional,
NCT04400838,studytype_8,Interventional,
NCT04437901,studytype_9,Observational,
NCT04720118,studytype_9,Observational,
NCT04811352,studytype_9,Observational,
NCT04367077,studytype_8,Interventional,
NCT04394377,studytype_8,Interventional,
NCT04327570,studytype_9,Observational,
NCT04705766,studytype_9,Observational,
NCT03042143,studytype_8,Interventional,
NCT04415073,studytype_8,Interventional,
NCT04341480,studytype_9,Observational,
NCT04885504,studytype_9,Observational,
NCT04715932,studytype_8,Interventional,
NCT04872049,studytype_9,Observational,
NCT04944433,studytype_9,Observational,
NCT04644172,studytype_8,Interventional,
NCT04983823,studytype_8,Interventional,
NCT04595084,studytype_8,Interventional,
NCT04856111,studytype_8,Interventional,
NCT04439006,studytype_8,Interventional,
NCT04433078,studytype_8,Interventional,
NCT04426279,studytype_9,Observational,
NCT04350710,studytype_9,Observational,
NCT04377165,studytype_8,Interventional,
NCT04646239,studytype_9,Observational,
NCT04380818,studytype_8,Interventional,
NCT04847817,studytype_9,Observational,
NCT04256395,studytype_9,Observational,
NCT04397705,studytype_8,Interventional,
NCT04340349,studytype_8,Interventional,
NCT04726150,studytype_9,Observational,
NCT04487977,studytype_9,Observational,
NCT04252274,studytype_8,Interventional,
NCT04376775,studytype_9,Observational,
NCT04336761,studytype_9,Observational,
NCT04797936,studytype_8,Interventional,
NCT04390269,studytype_9,Observational,
NCT04344119,studytype_9,Observational,
NCT04424134,studytype_8,Interventional,
NCT04407572,studytype_9,Observational,
NCT04456556,studytype_9,Observational,
NCT04694638,studytype_8,Interventional,
NCT04476992,studytype_8,Interventional,
NCT04408248,studytype_9,Observational,
NCT04335162,studytype_9,Observational,
NCT04324866,studytype_9,Observational,
NCT04357886,studytype_9,Observational,
NCT04432051,studytype_8,Interventional,
NCT04345159,studytype_9,Observational,
NCT04352634,studytype_9,Observational,
NCT04393142,studytype_9,Observational,
NCT04772586,studytype_9,Observational,
NCT04371835,studytype_9,Observational,
NCT04305457,studytype_8,Interventional,
NCT04979208,studytype_9,Observational,
NCT04595903,studytype_8,Interventional,
NCT04422470,studytype_9,Observational,
NCT04927078,studytype_9,Observational,
NCT04452708,studytype_9,Observational,
NCT04510467,studytype_9,Observational,
NCT04815850,studytype_9,Observational,
NCT04367129,studytype_9,Observational,
NCT04775966,studytype_9,Observational,
NCT04838106,studytype_9,Observational,
NCT04349228,studytype_8,Interventional,
NCT04872673,studytype_9,Observational,
NCT04395859,studytype_9,Observational,
NCT04595123,studytype_9,Observational,
NCT04520620,studytype_8,Interventional,
NCT04401046,studytype_8,Interventional,
NCT04884321,studytype_9,Observational,
NCT03183570,studytype_8,Interventional,
NCT04558320,studytype_9,Observational,
NCT04348695,studytype_8,Interventional,
NCT04762173,studytype_8,Interventional,
NCT04970563,studytype_8,Interventional,
NCT04751227,studytype_9,Observational,
NCT04669912,studytype_9,Observational,
NCT04608097,studytype_8,Interventional,
NCT04590547,studytype_8,Interventional,
NCT04320277,studytype_8,Interventional,
NCT04904497,studytype_8,Interventional,
NCT04491071,studytype_9,Observational,
NCT04485351,studytype_9,Observational,
NCT04409743,studytype_8,Interventional,
NCT04453839,studytype_5,Expanded Access:Intermediate-size Population,
NCT04555122,studytype_8,Interventional,
NCT04649957,studytype_9,Observational,
NCT04432870,studytype_9,Observational,
NCT04367883,studytype_9,Observational,
NCT04980534,studytype_8,Interventional,
NCT04680858,studytype_8,Interventional,
NCT04413071,studytype_9,Observational,
NCT04710199,studytype_8,Interventional,
NCT04723550,studytype_8,Interventional,
NCT04584541,studytype_8,Interventional,
NCT04412356,studytype_8,Interventional,
NCT04367740,studytype_9,Observational,
NCT04510441,studytype_9,Observational,
NCT04406181,studytype_8,Interventional,
NCT04822818,studytype_8,Interventional,
NCT04403438,studytype_9,Observational,
NCT04405869,studytype_9,Observational,
NCT04449081,studytype_9,Observational,
NCT04342650,studytype_8,Interventional,
NCT04507867,studytype_8,Interventional,
NCT04900233,studytype_9,Observational,
NCT04339322,studytype_9,Observational,
NCT04560413,studytype_9,Observational,
NCT04394104,studytype_9,Observational,
NCT04398264,studytype_9,Observational,
NCT04389463,studytype_9,Observational,
NCT04679168,studytype_9,Observational,
NCT04637295,studytype_9,Observational,
NCT04859894,studytype_9,Observational,
NCT04949061,studytype_8,Interventional,
NCT04342156,studytype_8,Interventional,
NCT04458337,studytype_9,Observational,
NCT04536441,studytype_8,Interventional,
NCT04558437,studytype_9,Observational,
NCT04501991,studytype_9,Observational,
NCT04845997,studytype_9,Observational,
NCT04780152,studytype_8,Interventional,
NCT04377425,studytype_9,Observational,
NCT04391816,studytype_9,Observational,
NCT04356378,studytype_9,Observational,
NCT04325867,studytype_8,Interventional,
NCT04490772,studytype_9,Observational,
NCT04694014,studytype_9,Observational,
NCT04958863,studytype_8,Interventional,
NCT04893512,studytype_8,Interventional,
NCT04412330,studytype_8,Interventional,
NCT04284046,studytype_9,Observational,
NCT04880135,studytype_8,Interventional,
NCT04878055,studytype_8,Interventional,
NCT04646525,studytype_9,Observational,
NCT04787614,studytype_9,Observational,
NCT04516824,studytype_9,Observational,
NCT04834375,studytype_8,Interventional,
NCT04797091,studytype_9,Observational,
NCT04361877,studytype_9,Observational,
NCT04344197,studytype_9,Observational,
NCT04844346,studytype_8,Interventional,
NCT04413747,studytype_8,Interventional,
NCT04362319,studytype_9,Observational,
NCT04558996,studytype_9,Observational,
NCT04366297,studytype_8,Interventional,
NCT04358003,studytype_8,Interventional,
NCT02735707,studytype_8,Interventional,
NCT04686409,studytype_9,Observational,
NCT04924673,studytype_9,Observational,
NCT04603781,studytype_8,Interventional,
NCT04339790,studytype_9,Observational,
NCT04821531,studytype_8,Interventional,
NCT04375501,studytype_9,Observational,
NCT04815018,studytype_9,Observational,
NCT04449627,studytype_9,Observational,
NCT04338802,studytype_8,Interventional,
NCT04476914,studytype_9,Observational,
NCT04394182,studytype_8,Interventional,
NCT04686721,studytype_9,Observational,
NCT04785781,studytype_8,Interventional,
NCT04497636,studytype_9,Observational,
NCT04389385,studytype_8,Interventional,
NCT04602637,studytype_9,Observational,
NCT04422613,studytype_8,Interventional,
NCT04361396,studytype_8,Interventional,
NCT04373382,studytype_8,Interventional,
NCT04954014,studytype_8,Interventional,
NCT04900389,studytype_9,Observational,
NCT04403243,studytype_8,Interventional,
NCT04345861,studytype_8,Interventional,
NCT04694573,studytype_9,Observational,
NCT04367337,studytype_9,Observational,
NCT04416373,studytype_9,Observational,
NCT04347408,studytype_9,Observational,
NCT04453384,studytype_8,Interventional,
NCT04327401,studytype_8,Interventional,
NCT04817280,studytype_9,Observational,
NCT04510493,studytype_8,Interventional,
NCT04566965,studytype_9,Observational,
NCT04532632,studytype_9,Observational,
NCT04448054,studytype_9,Observational,
NCT04789499,studytype_8,Interventional,
NCT04560231,studytype_8,Interventional,
NCT04694742,studytype_9,Observational,
NCT04275414,studytype_8,Interventional,
NCT04587219,studytype_8,Interventional,
NCT04720404,studytype_8,Interventional,
NCT04870411,studytype_9,Observational,
NCT04383470,studytype_9,Observational,
NCT04619680,studytype_8,Interventional,
NCT04613245,studytype_9,Observational,
NCT04360811,studytype_8,Interventional,
NCT04764773,studytype_9,Observational,
NCT04491318,studytype_9,Observational,
NCT04977479,studytype_8,Interventional,
NCT04877743,studytype_9,Observational,
NCT04900402,studytype_9,Observational,
NCT04894331,studytype_9,Observational,
NCT04395144,studytype_8,Interventional,
NCT04797871,studytype_8,Interventional,
NCT04893265,studytype_8,Interventional,
NCT04376684,studytype_8,Interventional,
NCT04635618,studytype_8,Interventional,
NCT04355234,studytype_8,Interventional,
NCT04453579,studytype_9,Observational,
NCT04390555,studytype_9,Observational,
NCT04359875,studytype_8,Interventional,
NCT04560257,studytype_8,Interventional,
NCT04452422,studytype_9,Observational,
NCT04445506,studytype_9,Observational,
NCT04540029,studytype_9,Observational,
NCT04583566,studytype_9,Observational,
NCT04797624,studytype_9,Observational,
NCT04487197,studytype_9,Observational,
NCT04513847,studytype_9,Observational,
NCT04445961,studytype_9,Observational,
NCT04489628,studytype_8,Interventional,
NCT04920838,studytype_8,Interventional,
NCT04867265,studytype_8,Interventional,
NCT04323592,studytype_9,Observational,
NCT04870385,studytype_8,Interventional,
NCT04500652,studytype_9,Observational,
NCT04870736,studytype_9,Observational,
NCT04587414,studytype_8,Interventional,
NCT04354558,studytype_9,Observational,
NCT04977024,studytype_8,Interventional,
NCT04377776,studytype_9,Observational,
NCT04371419,studytype_8,Interventional,
NCT04626050,studytype_8,Interventional,
NCT04339686,studytype_9,Observational,
NCT04393792,studytype_8,Interventional,
NCT04322487,studytype_9,Observational,
NCT04661540,studytype_8,Interventional,
NCT04471701,studytype_9,Observational,
NCT04602481,studytype_9,Observational,
NCT04345614,studytype_8,Interventional,
NCT04500366,studytype_8,Interventional,
NCT04796584,studytype_9,Observational,
NCT04761874,studytype_8,Interventional,
NCT04799808,studytype_9,Observational,
NCT04914754,studytype_9,Observational,
NCT04597775,studytype_8,Interventional,
NCT04945850,studytype_9,Observational,
NCT04503057,studytype_9,Observational,
NCT04925908,studytype_9,Observational,
NCT04839913,studytype_9,Observational,
NCT04426318,studytype_8,Interventional,
NCT04460027,studytype_8,Interventional,
NCT04961489,studytype_9,Observational,
NCT04390126,studytype_9,Observational,
NCT04402970,studytype_8,Interventional,
NCT04443361,studytype_9,Observational,
NCT04373707,studytype_8,Interventional,
NCT04870307,studytype_8,Interventional,
NCT04501432,studytype_9,Observational,
NCT04615416,studytype_8,Interventional,
NCT04928911,studytype_9,Observational,
NCT04635592,studytype_9,Observational,
NCT04351568,studytype_9,Observational,
NCT04632082,studytype_8,Interventional,
NCT04379544,studytype_9,Observational,
NCT04887233,studytype_8,Interventional,
NCT04365608,studytype_8,Interventional,
NCT04659746,studytype_8,Interventional,
NCT04264858,studytype_8,Interventional,
NCT04706325,studytype_9,Observational,
NCT04847596,studytype_9,Observational,
NCT04672590,studytype_9,Observational,
NCT04896983,studytype_9,Observational,
NCT04542915,studytype_9,Observational,
NCT04529421,studytype_9,Observational,
NCT04847050,studytype_8,Interventional,
NCT04321174,studytype_8,Interventional,
NCT04385797,studytype_9,Observational,
NCT04898192,studytype_9,Observational,
NCT04415359,studytype_9,Observational,
NCT04712292,studytype_9,Observational,
NCT04369690,studytype_9,Observational,
NCT04451993,studytype_9,Observational,
NCT04318314,studytype_9,Observational,
NCT04686565,studytype_9,Observational,
NCT04824638,studytype_8,Interventional,
NCT04873128,studytype_8,Interventional,
NCT04570202,studytype_8,Interventional,
NCT04823988,studytype_9,Observational,
NCT04363593,studytype_8,Interventional,
NCT04475081,studytype_8,Interventional,
NCT04758039,studytype_9,Observational,
NCT04321811,studytype_9,Observational,
NCT04935528,studytype_8,Interventional,
NCT04544072,studytype_9,Observational,
NCT04604769,studytype_9,Observational,
NCT04370210,studytype_9,Observational,
NCT04486404,studytype_9,Observational,
NCT04324463,studytype_8,Interventional,
NCT04433286,studytype_9,Observational,
NCT04416919,studytype_8,Interventional,
NCT04852276,studytype_9,Observational,
NCT04370938,studytype_8,Interventional,
NCT04371848,studytype_9,Observational,
NCT04374097,studytype_9,Observational,
NCT04406571,studytype_9,Observational,
NCT04418609,studytype_9,Observational,
NCT04661657,studytype_9,Observational,
NCT04377074,studytype_9,Observational,
NCT04594395,studytype_9,Observational,
NCT04732702,studytype_9,Observational,
NCT04935502,studytype_8,Interventional,
NCT04844489,studytype_8,Interventional,
NCT04887116,studytype_8,Interventional,
NCT04368975,studytype_9,Observational,
NCT04693052,studytype_9,Observational,
NCT04563065,studytype_8,Interventional,
NCT04400019,studytype_8,Interventional,
NCT04361019,studytype_9,Observational,
NCT04715815,studytype_9,Observational,
NCT04497415,studytype_8,Interventional,
NCT04878211,studytype_8,Interventional,
NCT04733677,studytype_9,Observational,
NCT04484207,studytype_8,Interventional,
NCT04834089,studytype_8,Interventional,
NCT04381000,studytype_8,Interventional,
NCT04818736,studytype_8,Interventional,
NCT04736680,studytype_9,Observational,
NCT04474080,studytype_8,Interventional,
NCT04335747,studytype_9,Observational,
NCT04839315,studytype_8,Interventional,
NCT04569266,studytype_8,Interventional,
NCT04340219,studytype_9,Observational,
NCT04387799,studytype_9,Observational,
NCT04498286,studytype_9,Observational,
NCT04736524,studytype_9,Observational,
NCT04723576,studytype_8,Interventional,
NCT04703270,studytype_9,Observational,
NCT04739462,studytype_8,Interventional,
NCT04614844,studytype_8,Interventional,
NCT04377412,studytype_9,Observational,
NCT04950673,studytype_8,Interventional,
NCT04806074,studytype_8,Interventional,
NCT04479332,studytype_8,Interventional,
NCT04881396,studytype_9,Observational,
NCT04405232,studytype_9,Observational,
NCT04430374,studytype_9,Observational,
NCT04952376,studytype_8,Interventional,
NCT04961502,studytype_8,Interventional,
NCT04542122,studytype_8,Interventional,
NCT04408027,studytype_8,Interventional,
NCT04859023,studytype_8,Interventional,
NCT04799977,studytype_9,Observational,
NCT04624048,studytype_9,Observational,
NCT04511949,studytype_8,Interventional,
NCT04568551,studytype_9,Observational,
NCT04387409,studytype_8,Interventional,
NCT04772859,studytype_8,Interventional,
NCT04845880,studytype_8,Interventional,
NCT04673292,studytype_8,Interventional,
NCT04376515,studytype_8,Interventional,
NCT04334629,studytype_8,Interventional,
NCT04383730,studytype_9,Observational,
NCT04619368,studytype_9,Observational,
NCT04745533,studytype_9,Observational,
NCT04527432,studytype_8,Interventional,
NCT04604080,studytype_9,Observational,
NCT04926571,studytype_9,Observational,
NCT04782739,studytype_9,Observational,
NCT04328467,studytype_8,Interventional,
NCT04356885,studytype_9,Observational,
NCT04366219,studytype_9,Observational,
NCT04368676,studytype_8,Interventional,
NCT04719182,studytype_9,Observational,
NCT04694664,studytype_9,Observational,
NCT04858789,studytype_8,Interventional,
NCT04447638,studytype_9,Observational,
NCT04380870,studytype_9,Observational,
NCT04444323,studytype_8,Interventional,
NCT04556604,studytype_9,Observational,
NCT04447495,studytype_9,Observational,
NCT04417374,studytype_9,Observational,
NCT04733846,studytype_9,Observational,
NCT04886414,studytype_8,Interventional,
NCT04414631,studytype_8,Interventional,
NCT04872686,studytype_8,Interventional,
NCT04844632,studytype_9,Observational,
NCT04429477,studytype_9,Observational,
NCT04356365,studytype_9,Observational,
NCT04347798,studytype_9,Observational,
NCT04424836,studytype_9,Observational,
NCT04646616,studytype_8,Interventional,
NCT04429828,studytype_8,Interventional,
NCT04721444,studytype_9,Observational,
NCT04341012,studytype_9,Observational,
NCT04894448,studytype_9,Observational,
NCT04837651,studytype_9,Observational,
NCT04431284,studytype_9,Observational,
NCT04464486,studytype_8,Interventional,
NCT04727372,studytype_9,Observational,
NCT04842734,studytype_8,Interventional,
NCT04752839,studytype_9,Observational,
NCT04335279,studytype_8,Interventional,
NCT04348227,studytype_9,Observational,
NCT04652596,studytype_8,Interventional,
NCT04353583,studytype_9,Observational,
NCT04678778,studytype_8,Interventional,
NCT04425616,studytype_8,Interventional,
NCT04666285,studytype_9,Observational,
NCT04379531,studytype_8,Interventional,
NCT04444297,studytype_8,Interventional,
NCT04469660,studytype_9,Observational,
NCT04542343,studytype_8,Interventional,
NCT04451902,studytype_9,Observational,
NCT04422522,studytype_9,Observational,
NCT04821921,studytype_9,Observational,
NCT04316884,studytype_9,Observational,
NCT04628104,studytype_9,Observational,
NCT04659135,studytype_9,Observational,
NCT04874779,studytype_9,Observational,
NCT04337502,studytype_9,Observational,
NCT04337047,studytype_9,Observational,
NCT04682561,studytype_8,Interventional,
NCT04326452,studytype_8,Interventional,
NCT04940871,studytype_8,Interventional,
NCT04686578,studytype_9,Observational,
NCT04382768,studytype_8,Interventional,
NCT04861402,studytype_9,Observational,
NCT04891276,studytype_9,Observational,
NCT04650191,studytype_9,Observational,
NCT04312243,studytype_8,Interventional,
NCT04708457,studytype_8,Interventional,
NCT04964570,studytype_8,Interventional,
NCT04734912,studytype_8,Interventional,
NCT03808922,studytype_8,Interventional,
NCT04368377,studytype_8,Interventional,
NCT04728594,studytype_8,Interventional,
NCT04935437,studytype_8,Interventional,
NCT04359849,studytype_9,Observational,
NCT04730284,studytype_8,Interventional,
NCT04572399,studytype_8,Interventional,
NCT04668937,studytype_9,Observational,
NCT04406064,studytype_8,Interventional,
NCT04961242,studytype_9,Observational,
NCT04952766,studytype_8,Interventional,
NCT04510025,studytype_9,Observational,
NCT04324684,studytype_9,Observational,
NCT04830761,studytype_8,Interventional,
NCT04408131,studytype_8,Interventional,
NCT04803812,studytype_8,Interventional,
NCT04410692,studytype_8,Interventional,
NCT04946565,studytype_9,Observational,
NCT04510519,studytype_9,Observational,
NCT04357041,studytype_9,Observational,
NCT04876443,studytype_9,Observational,
NCT04730934,studytype_9,Observational,
NCT04481529,studytype_9,Observational,
NCT04443699,studytype_9,Observational,
NCT04379245,studytype_9,Observational,
NCT04707820,studytype_8,Interventional,
NCT04579588,studytype_9,Observational,
NCT04306055,studytype_8,Interventional,
NCT04425031,studytype_8,Interventional,
NCT04519437,studytype_8,Interventional,
NCT04682574,studytype_8,Interventional,
NCT04449276,studytype_8,Interventional,
NCT04522492,studytype_8,Interventional,
NCT04661423,studytype_8,Interventional,
NCT04890483,studytype_8,Interventional,
NCT04400006,studytype_9,Observational,
NCT04772404,studytype_9,Observational,
NCT04365361,studytype_9,Observational,
NCT04482595,studytype_8,Interventional,
NCT04780581,studytype_8,Interventional,
NCT04442386,studytype_9,Observational,
NCT04357613,studytype_8,Interventional,
NCT04816760,studytype_9,Observational,
NCT04414904,studytype_9,Observational,
NCT04370886,studytype_8,Interventional,
NCT04320732,studytype_9,Observational,
NCT04420416,studytype_9,Observational,
NCT04369859,studytype_9,Observational,
NCT04858568,studytype_9,Observational,
NCT04386291,studytype_8,Interventional,
NCT04665193,studytype_8,Interventional,
NCT04539873,studytype_8,Interventional,
NCT04408287,studytype_8,Interventional,
NCT04440098,studytype_9,Observational,
NCT04718519,studytype_9,Observational,
NCT04425863,studytype_9,Observational,
NCT04375137,studytype_9,Observational,
NCT04417673,studytype_9,Observational,
NCT04371523,studytype_8,Interventional,
NCT04416308,studytype_8,Interventional,
NCT04666779,studytype_9,Observational,
NCT04548505,studytype_9,Observational,
NCT04791085,studytype_9,Observational,
NCT04373148,studytype_9,Observational,
NCT04453540,studytype_9,Observational,
NCT04472559,studytype_8,Interventional,
NCT04915820,studytype_8,Interventional,
NCT04853953,studytype_9,Observational,
NCT04947046,studytype_9,Observational,
NCT04501445,studytype_8,Interventional,
NCT04724642,studytype_9,Observational,
NCT04326387,studytype_9,Observational,
NCT04435106,studytype_9,Observational,
NCT04444661,studytype_9,Observational,
NCT04498091,studytype_9,Observational,
NCT04333654,studytype_8,Interventional,
NCT04530461,studytype_9,Observational,
NCT04766645,studytype_9,Observational,
NCT04468308,studytype_9,Observational,
NCT04431297,studytype_8,Interventional,
NCT04616989,studytype_8,Interventional,
NCT04420806,studytype_8,Interventional,
NCT04429815,studytype_9,Observational,
NCT04747756,studytype_8,Interventional,
NCT04970849,studytype_9,Observational,
NCT04728906,studytype_8,Interventional,
NCT04728958,studytype_8,Interventional,
NCT04748757,studytype_8,Interventional,
NCT04424082,studytype_8,Interventional,
NCT04337489,studytype_9,Observational,
NCT04635813,studytype_9,Observational,
NCT04296643,studytype_8,Interventional,
NCT04343898,studytype_9,Observational,
NCT04319016,studytype_9,Observational,
NCT04594291,studytype_9,Observational,
NCT04815109,studytype_9,Observational,
NCT04302688,studytype_9,Observational,
NCT04488471,studytype_9,Observational,
NCT04384458,studytype_8,Interventional,
NCT04686760,studytype_8,Interventional,
NCT04448704,studytype_9,Observational,
NCT04442360,studytype_9,Observational,
NCT04775069,studytype_8,Interventional,
NCT04373798,studytype_9,Observational,
NCT04588415,studytype_8,Interventional,
NCT04406246,studytype_8,Interventional,
NCT04609488,studytype_9,Observational,
NCT04442204,studytype_9,Observational,
NCT04819282,studytype_9,Observational,
NCT04408378,studytype_9,Observational,
NCT04475484,studytype_9,Observational,
NCT04357314,studytype_9,Observational,
NCT04964596,studytype_8,Interventional,
NCT04452799,studytype_8,Interventional,
NCT04346589,studytype_8,Interventional,
NCT04757285,studytype_9,Observational,
NCT04942392,studytype_8,Interventional,
NCT04394195,studytype_9,Observational,
NCT04632368,studytype_8,Interventional,
NCT04775056,studytype_9,Observational,
NCT04333849,studytype_9,Observational,
NCT04366947,studytype_8,Interventional,
NCT04535297,studytype_9,Observational,
NCT04738721,studytype_9,Observational,
NCT04967794,studytype_8,Interventional,
NCT04460677,studytype_8,Interventional,
NCT04279899,studytype_9,Observational,
NCT04377100,studytype_8,Interventional,
NCT04611399,studytype_8,Interventional,
NCT04459975,studytype_9,Observational,
NCT04982341,studytype_9,Observational,
NCT04486521,studytype_9,Observational,
NCT04422535,studytype_9,Observational,
NCT04838795,studytype_8,Interventional,
NCT04684615,studytype_9,Observational,
NCT04290871,studytype_8,Interventional,
NCT04410458,studytype_8,Interventional,
NCT04365348,studytype_9,Observational,
NCT04902118,studytype_9,Observational,
NCT04337151,studytype_9,Observational,
NCT04459455,studytype_8,Interventional,
NCT04794036,studytype_8,Interventional,
NCT04715438,studytype_8,Interventional,
NCT04576299,studytype_9,Observational,
NCT04344509,studytype_9,Observational,
NCT04488549,studytype_9,Observational,
NCT04524754,studytype_9,Observational,
NCT04341493,studytype_8,Interventional,
NCT04315480,studytype_8,Interventional,
NCT04413435,studytype_9,Observational,
NCT04425499,studytype_8,Interventional,
NCT04431180,studytype_8,Interventional,
NCT04855539,studytype_9,Observational,
NCT04497467,studytype_9,Observational,
NCT04451239,studytype_8,Interventional,
NCT04661410,studytype_8,Interventional,
NCT04341142,studytype_8,Interventional,
NCT04417270,studytype_8,Interventional,
NCT04768153,studytype_9,Observational,
NCT04328454,studytype_9,Observational,
NCT04621058,studytype_8,Interventional,
NCT04362059,studytype_8,Interventional,
NCT04826822,studytype_8,Interventional,
NCT04453514,studytype_8,Interventional,
NCT04481516,studytype_9,Observational,
NCT04343664,studytype_9,Observational,
NCT04401644,studytype_8,Interventional,
NCT04479345,studytype_9,Observational,
NCT04874766,studytype_8,Interventional,
NCT04418193,studytype_9,Observational,
NCT04433312,studytype_9,Observational,
NCT04746092,studytype_9,Observational,
NCT04973735,studytype_8,Interventional,
NCT04693975,studytype_9,Observational,
NCT04798625,studytype_9,Observational,
NCT04927936,studytype_8,Interventional,
NCT04876560,studytype_8,Interventional,
NCT04445870,studytype_9,Observational,
NCT04918160,studytype_9,Observational,
NCT04399798,studytype_8,Interventional,
NCT04901065,studytype_8,Interventional,
NCT04423289,studytype_8,Interventional,
NCT04864925,studytype_8,Interventional,
NCT04864132,studytype_9,Observational,
NCT04855162,studytype_9,Observational,
NCT04360850,studytype_9,Observational,
NCT04840082,studytype_8,Interventional,
NCT04837755,studytype_9,Observational,
NCT04636554,studytype_6,Expanded Access:Intermediate-size Population|Treatment IND/Protocol,
NCT04812184,studytype_8,Interventional,
NCT04802187,studytype_8,Interventional,
NCT04781218,studytype_9,Observational,
NCT04776174,studytype_8,Interventional,
NCT04773756,studytype_8,Interventional,
NCT04542226,studytype_9,Observational,
NCT04566276,studytype_8,Interventional,
NCT04363437,studytype_8,Interventional,
NCT04573361,studytype_8,Interventional,
NCT04681365,studytype_9,Observational,
NCT04681261,studytype_9,Observational,
NCT04659928,studytype_8,Interventional,
NCT04644328,studytype_8,Interventional,
NCT04727294,studytype_9,Observational,
NCT04401124,studytype_9,Observational,
NCT04327804,studytype_9,Observational,
NCT04597216,studytype_8,Interventional,
NCT04345640,studytype_9,Observational,
NCT04372576,studytype_9,Observational,
NCT04372043,studytype_9,Observational,
NCT04533048,studytype_8,Interventional,
NCT04813692,studytype_9,Observational,
NCT04501172,studytype_9,Observational,
NCT04497519,studytype_8,Interventional,
NCT04490239,studytype_8,Interventional,
NCT04325906,studytype_8,Interventional,
NCT04780113,studytype_9,Observational,
NCT04548934,studytype_8,Interventional,
NCT04344964,studytype_9,Observational,
NCT04978194,studytype_8,Interventional,
NCT04731870,studytype_9,Observational,
NCT04376658,studytype_9,Observational,
NCT04948216,studytype_9,Observational,
NCT04384549,studytype_8,Interventional,
NCT04448769,studytype_8,Interventional,
NCT04551339,studytype_8,Interventional,
NCT04753632,studytype_9,Observational,
NCT04887220,studytype_9,Observational,
NCT04891133,studytype_8,Interventional,
NCT04524598,studytype_8,Interventional,
NCT04665960,studytype_9,Observational,
NCT04667962,studytype_9,Observational,
NCT04738032,studytype_9,Observational,
NCT04391166,studytype_9,Observational,
NCT04443764,studytype_9,Observational,
NCT04602832,studytype_8,Interventional,
NCT04388605,studytype_9,Observational,
NCT04457505,studytype_9,Observational,
NCT04505761,studytype_8,Interventional,
NCT04384965,studytype_8,Interventional,
NCT04769297,studytype_8,Interventional,
NCT04871854,studytype_8,Interventional,
NCT04410016,studytype_8,Interventional,
NCT04634422,studytype_8,Interventional,
NCT04865237,studytype_8,Interventional,
NCT04662437,studytype_9,Observational,
NCT04561076,studytype_8,Interventional,
NCT04821037,studytype_8,Interventional,
NCT04666493,studytype_8,Interventional,
NCT04483752,studytype_8,Interventional,
NCT04966910,studytype_8,Interventional,
NCT04967820,studytype_9,Observational,
NCT04558411,studytype_8,Interventional,
NCT04622332,studytype_8,Interventional,
NCT04661813,studytype_8,Interventional,
NCT04704544,studytype_8,Interventional,
NCT04456062,studytype_8,Interventional,
NCT04910932,studytype_8,Interventional,
NCT04325893,studytype_8,Interventional,
NCT04818164,studytype_9,Observational,
NCT04769258,studytype_9,Observational,
NCT04340414,studytype_8,Interventional,
NCT04337008,studytype_8,Interventional,
NCT04427137,studytype_8,Interventional,
NCT04550390,studytype_9,Observational,
NCT04373213,studytype_9,Observational,
NCT04327388,studytype_8,Interventional,
NCT04619576,studytype_9,Observational,
NCT04341714,studytype_9,Observational,
NCT04326725,studytype_9,Observational,
NCT04321369,studytype_9,Observational,
NCT04909879,studytype_8,Interventional,
NCT04468893,studytype_8,Interventional,
NCT04369456,studytype_8,Interventional,
NCT04374539,studytype_8,Interventional,
NCT04538469,studytype_9,Observational,
NCT04251871,studytype_8,Interventional,
NCT04458246,studytype_8,Interventional,
NCT04442243,studytype_9,Observational,
NCT04292340,studytype_9,Observational,
NCT04346082,studytype_8,Interventional,
NCT04326114,studytype_8,Interventional,
