nctid,title,Study_Designs,Other_IDs,Locations,URL
NCT04558476,Efficacy of CONvalescent Plasma in Patients With COVID-19 Treated With Mechanical Ventilation,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,2020-003102-31,"Clinique Saint Pierre Ottignies, Ottignies, Brabant Wallon, Belgium|Centre Hospitalier Wallonie Picarde, Tournai, Hainaut, Belgium|OLVZ Aalst, Aalst, Belgium|UZ Antwerpen, Antwerp, Belgium|Imelda ZH Bonheiden, Bonheiden, Belgium|AZ Sint-Jan Brugge, Bruges, Belgium|CHU Saint Pierre, Brussels, Belgium|Erasme, Brussels, Belgium|UZ Brussel, Brussel, Belgium|CHU Charleroi Marie Curie, Charleroi, Belgium|AZ Sint Blasius, Dendermonde, Belgium|UZ Gent, Gent, Belgium|AZ Groeningen Kortrijck, Kortrijk, Belgium|CHR Citadelle, Liège, Belgium|CHU Liège, Liège, Belgium|UC Louvain, Louvain, Belgium|AZ Delta, Roeselare, Belgium|CHU UCL Namur-Godinne, Yvoir, Belgium",https://ClinicalTrials.gov/show/NCT04558476
NCT04929964,COVID-19 Pandemic: Effect on Management of Patients With Breast Cancer,Observational Model: Case-Only|Time Perspective: Other,COV-19 BUMDC,"Bahria University Medical and Dental College Karachi, Karachi, Sindh, Pakistan",https://ClinicalTrials.gov/show/NCT04929964
NCT04366934,Study of the Pathogenesis of Olfactory Disorders in COVID-19,Observational Model: Case-Control|Time Perspective: Cross-Sectional,2020-021,"Hôpital Lariboisière, Policlinique, Paris, France|Hôpital Lariboisière, Service ORL, Paris, France",https://ClinicalTrials.gov/show/NCT04366934
NCT04373824,Max Ivermectin- COVID 19 Study Versus Standard of Care Treatment for COVID 19 Cases. A Pilot Study,Allocation: Non-Randomized|Intervention Model: Crossover Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,MHC-COVID-19- INV- ACT-BHR,"Max Super Speciality hospital, Saket (A unit of Devki Devi Foundation), New Delhi, Delhi, India",https://ClinicalTrials.gov/show/NCT04373824
NCT04335773,"COVID-19 in Hospitalised Norwegian Children - Risk Factors, Outcomes and Immunology",Observational Model: Case-Control|Time Perspective: Prospective,20/03794,"Akershus universistetssykehus, Lørenskog, Norway",https://ClinicalTrials.gov/show/NCT04335773
NCT04355442,Evolution of Facial Trauma During COVID Containment Measures,Observational Model: Cohort|Time Perspective: Retrospective,RECHMPL20_0228,"Uh Montpellier, Montpellier, France",https://ClinicalTrials.gov/show/NCT04355442
NCT04524156,COVID-19 : Transcutaneous pO2 and pCO2 as Predictive Factors for Acute Respiratory Destress Syndrome in Patients Affected With SARS-Cov-2,Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Basic Science,P2020/238,"Erasme Hospital, Bruxelles, Belgium",https://ClinicalTrials.gov/show/NCT04524156
NCT04520880,Antibodies Responses to COVID-19 Infection in Hospitalized Patients,Observational Model: Other|Time Perspective: Prospective,ICU-06072020,"Imam Abdulrahman Bin Faisal University, Dammam, Eastern, Saudi Arabia",https://ClinicalTrials.gov/show/NCT04520880
NCT04444687,COVID 19: Is SARS-CoV-2 Contaminating Surgical Aerosols From Laparoscopy and Open Abdominal Surgery?,Observational Model: Case-Control|Time Perspective: Prospective,52020,NA,https://ClinicalTrials.gov/show/NCT04444687
NCT04334148,Healthcare Worker Exposure Response and Outcomes of Hydroxychloroquine,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Participant, Care Provider, Investigator)|Primary Purpose: Prevention",Pro00105274,"Children's Hospital Colorado/University of Colorado Denver, Aurora, Colorado, United States|University of Florida, Gainesville, Florida, United States|University of Florida Jacksonville, Jacksonville, Florida, United States|University of Florida Health Central Florida, Leesburg, Florida, United States|University of Miami Florida, Miami, Florida, United States|Advent Health, Orlando, Florida, United States|University of South Florida, Tampa, Florida, United States|Northwestern Medicine, Chicago, Illinois, United States|Rush University, Chicago, Illinois, United States|University of Iowa, Iowa City, Iowa, United States|University of Kansas Medical Center, Kansas City, Kansas, United States|University Medical Center New Orleans, New Orleans, Louisiana, United States|Ochsner Clinic Foundation, New Orleans, Louisiana, United States|Johns Hopkins, Baltimore, Maryland, United States|University of Michigan, Ann Arbor, Michigan, United States|Allina Health, Minneapolis, Minnesota, United States|Mayo Clinic Hospital Rochester, Rochester, Minnesota, United States|University of Missouri-Columbia, Columbia, Missouri, United States|University of Nebraska Medical Center, Omaha, Nebraska, United States|Hospital for Special Surgery, New York, New York, United States|Columbia University, Irving Medical Center, New York, New York, United States|Weill Cornell Medicine, New York, New York, United States|University of North Carolina at Chapel Hill, Chapel Hill, North Carolina, United States|Duke University Medical Center, Durham, North Carolina, United States|Wake Forest Baptist Health Sciences, Winston-Salem, North Carolina, United States|The Ohio State University Wexner Medical Center, Columbus, Ohio, United States|Temple University Hospital, Philadelphia, Pennsylvania, United States|University of Pittsburgh School of Medicine, Pittsburgh, Pennsylvania, United States|Clinical Trials Center of Middle Tennessee, Franklin, Tennessee, United States|Vanderbilt University Medical Center, Nashville, Tennessee, United States|University of Texas Southwestern Medical Center, Dallas, Texas, United States|Baylor Scott & White Medical Center-Temple, Temple, Texas, United States|Seattle Children's Hospital, Seattle, Washington, United States|Marshfield Clinic Health System, Marshfield, Wisconsin, United States",https://ClinicalTrials.gov/show/NCT04334148
NCT04319731,A Pilot Study of Human Amniotic Fluid for COVID19 Associated Respiratory Failure,Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,131618,"University of Utah Health, Salt Lake City, Utah, United States",https://ClinicalTrials.gov/show/NCT04319731
NCT04334967,Hydroxychloroquine in Patients With Newly Diagnosed COVID-19 Compared to Standard of Care,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Treatment,2020000186,"Portland Providence Medical Center, Portland, Oregon, United States",https://ClinicalTrials.gov/show/NCT04334967
NCT04321928,Personalized Health Education Against the Health Damage of Novel Coronavirus (COVID-19) Outbreak in Hungary,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Outcomes Assessor)|Primary Purpose: Prevention",IV/2428- 2 /2020/EKU,"Institute for Translational Medicine, University of Pécs, Pécs, Hungary",https://ClinicalTrials.gov/show/NCT04321928
NCT04681040,Risk Stratification of COVID-19 Using Urine Biomarkers,Observational Model: Cohort|Time Perspective: Prospective,NCGM-G-003654-00,"MD Mount Sinai, Baltimore, Maryland, United States|Hospital das Clinicas Ribeirao Preto, Ribeirão Preto, San Paulo, Brazil|Danish National Biobank, København, Denmark|Shonan General Hospital, Kamakura, Kanagawa, Japan|National Center Global Health and Medicine, Shinjuku, Tokyo, Japan|Yamanashi Prefectural Central Hospital, Kōfu, Yamanashi, Japan|Unilab Group, Manila, Philippines",https://ClinicalTrials.gov/show/NCT04681040
NCT04972708,Genetics of COVID-19 Risks & Resilience in Bipolar Disorder,Observational Model: Cohort|Time Perspective: Prospective,25-335 ex 12/13,"Medical University Graz, Graz, Styria, Austria",https://ClinicalTrials.gov/show/NCT04972708
NCT04602000,To Evaluate the Safety and Efficacy of CT-P59 in Patients With Mild to Moderate Syptoms of Severe Acute Respiratory Syndrome COVID-19,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment",CT-P59 3.2,"Chungnam National University Hospital, Daejeon, Jung-gu, Korea, Republic of",https://ClinicalTrials.gov/show/NCT04602000
NCT04922944,Post COVID-19 Vaccination Analysis in Healthcare Worker Recipients,Observational Model: Cohort|Time Perspective: Prospective,Pro00050032,"Huntington Hospital, Pasadena, California, United States",https://ClinicalTrials.gov/show/NCT04922944
NCT04618861,Surfactant Protein D Levels in Covid-19 Infection: Case-Control Study,Observational Model: Case-Control|Time Perspective: Cross-Sectional,Clinical-1,"Aylin Koseler, Denizli, Outside Of The US, Turkey",https://ClinicalTrials.gov/show/NCT04618861
NCT04725084,Comparison of Non-invasive Oxygenation Strategies in Patients Admitted for Covid-19 Acute Respiratory Distress Syndrome,Observational Model: Cohort|Time Perspective: Retrospective,2021-CHITS-001,"Centre Hospitalier de Bethune, Béthune, Nord-Pas-de-Calais, France|Grand Hôpital de l'Est Francilien, Jossigny, Seine-et-Marne, France|Groupe Hospitalier Sud Ile de France, Melun, Seine-et-Marne, France|Centre Hospitalier Intercommunal Toulon La Seyne sur Mer, Toulon, Var, France",https://ClinicalTrials.gov/show/NCT04725084
NCT04441710,Caregiver Serological Monitoring Extended Secondarily to Patients With the SARS-CoV-2 Coronavirus,Observational Model: Cohort|Time Perspective: Prospective,69HCL20_0395,"CHU de Grenoble - Hôpital Nord, La Tronche, France|Hôpital de la Croix Rousse, Lyon, France|Hôpital Henry Gabrielle, Saint-Genis-Laval, France|CHU de Saint Etienne, Saint-Étienne, France",https://ClinicalTrials.gov/show/NCT04441710
NCT04620798,Longitudinal COVID-19 Antibody Testing in Indiana University Undergraduate Students,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Investigator)|Primary Purpose: Screening",2008293852,"Indiana University, Bloomington, Indiana, United States",https://ClinicalTrials.gov/show/NCT04620798
NCT04602260,Functional Recovery of Hospitalised Patients With COVID-19: The COREG Extension Study,Observational Model: Cohort|Time Perspective: Other,COREG-Extension_14567,"McMaster University, Hamilton, Ontario, Canada",https://ClinicalTrials.gov/show/NCT04602260
NCT04593641,"This is a Phase 1 Study to Evaluate the Safety,Tolerability and Virology of CT P59 in Patients With Mild Symptoms of Symptoms of Coronavirus Disease (COVID-19)","Allocation: Randomized|Intervention Model: Sequential Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment",CT-P59 1.2|2020-003165-19,"Incheon Medical Center, Incheon, Korea, Republic of",https://ClinicalTrials.gov/show/NCT04593641
NCT04542512,Risk Factors for Necrotic Cholecystitis During COVID-19 Pandemic.,Observational Model: Case-Only|Time Perspective: Prospective,6012020,"Centre Hospitalier Intercommunal Poissy-Saint Germain en Laye, Poissy, France",https://ClinicalTrials.gov/show/NCT04542512
NCT04628195,Cardiac Performance in Mechanically Ventilated COVID-19 Patients,Observational Model: Cohort|Time Perspective: Prospective,200422002,"Pontificia Universidad Católica de Chile, Santiago, Región Metropolitana, Chile",https://ClinicalTrials.gov/show/NCT04628195
NCT04342728,Coronavirus 2019 (COVID-19)- Using Ascorbic Acid and Zinc Supplementation,Allocation: Randomized|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Supportive Care,IRB 20-361,"Cleveland Clinic, Weston, Florida, United States|Cleveland Clinic, Cleveland, Ohio, United States",https://ClinicalTrials.gov/show/NCT04342728
NCT04456088,Inhaled NO for the Treatment of COVID-19 Caused by SARS-CoV-2 (CANADA Trial),Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,BAI_COV19_01_CAN,NA,https://ClinicalTrials.gov/show/NCT04456088
NCT04739449,'4C' Intervention to Reduce SARS-CoV-2 (Covid-19) Transmission,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Health Services Research,HUM00186126|3P30AG024824-16S1,NA,https://ClinicalTrials.gov/show/NCT04739449
NCT04904523,Blood Markers for Identifying & Investigating Infection With COVID19 & Sepsis in Children.,Observational Model: Cohort|Time Perspective: Prospective,pSEP-COVID ChYP 263530,"Cardiff University, Cardiff, United Kingdom",https://ClinicalTrials.gov/show/NCT04904523
NCT04355429,Efficacy of Captopril in Covid-19 Patients With Severe Acute Respiratory Syndrome (SARS) CoV-2 Pneumonia (CAPTOCOVID),Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,APHP200410,"CH Victor Dupuy- Argenteuil, Argenteuil, France|Hôpital Avicenne,, Bobigny, France|Hôpital Avicenne, Bobigny, France|Hôpital Avicenne, Bobigny, France|Hôpital Antoine Béclère, Clamart, France|CH de Compiègne-Noyon, Compiègne, France|Groupe hospitalier Sud Ile de France, Melun, France|Hôpital de la Pitié- Salpêtrière, Paris, France|Hôpital Tenon, Paris, France|CHRU de Tours, Hôpital Bretonneau, Tours, France|Hôpital de Tours, Tours, France",https://ClinicalTrials.gov/show/NCT04355429
NCT04401033,Increased Risk of SARS-CoronaVirus-2 (SARS-CoV-2) Infection Associated With Endoscopy (DECORE Study),Observational Model: Cohort|Time Perspective: Prospective,3,"Hospital Rio Hortega, Valladolid, Spain",https://ClinicalTrials.gov/show/NCT04401033
NCT04363450,Hydroxychloroquine as Prophylaxis for COVID-19 in Healthcare Workers (HCQPreP),"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Prevention",LSU NO HSC IRB 20-050,"Lafayette General Medical Center, Lafayette, Louisiana, United States|University Hospital and Clinics, Lafayette, Louisiana, United States",https://ClinicalTrials.gov/show/NCT04363450
NCT04385147,Advanced Endoscopy During COVID-19,Observational Model: Cohort|Time Perspective: Prospective,Global-Endo-COVID,"Kings County Hospital Center, Brooklyn, NY, USA, Albertson, New York, United States|Al-Azhar Univerisity, Cairo, Egypt|University Medicine Greifswald, Greifswald, Germany|2- Hospital Guillermo Kaelin De la Fuente - EsSalud, Lima, Peru|Singapore General Hospital, Singapore, Singapore",https://ClinicalTrials.gov/show/NCT04385147
NCT04669509,Effect of Liver Injury on Mortality in Coronavirus Disease-2019 Patients Admitted to Intensive Care Unit,Observational Model: Cohort|Time Perspective: Retrospective,CKKacar,"Saglik Bilimleri Universitesi Gazi Yasargil Training and Research Hospital, Diyarbakır, Turkey",https://ClinicalTrials.gov/show/NCT04669509
NCT04432948,Maternal Psychological Implications of Covid-19 Pandemic and Possible Effect on Anaesthetic Management.,Observational Model: Other|Time Perspective: Prospective,Maternal Covid 19,"""Elena Venizelou"" General and Maternity Hospital of Athens, Athens, Attica, Greece",https://ClinicalTrials.gov/show/NCT04432948
NCT04403685,Safety and Efficacy of Tocilizumab in Moderate to Severe COVID-19 With Inflammatory Markers,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,TOCIBRAS,"UNIFESP, São Paulo, Sao Paulo, Brazil|HCOR -Hospital do Coracao, Sao Paulo, SP, Brazil|HAOC - Hospital Alemao Oswaldo Cruz, Sao Paulo, Brazil|Beneficência Portuguesa de Sao Paulo, Sao Paulo, Brazil|HAOC - Hospital Alemao Oswaldo Cruz - unidade Vergueiro, Sao Paulo, Brazil|HIAE - Hospital Israelita Albert Einstein, Sao Paulo, Brazil|HSL - Hospital Sírio Libanês, Sao Paulo, Brazil",https://ClinicalTrials.gov/show/NCT04403685
NCT04704466,Impact of Covid-19 Pandemic on Management of Head and Neck Cancers,Observational Model: Cohort|Time Perspective: Retrospective,PI2021_843_0003,"CHU Amiens, Amiens, France",https://ClinicalTrials.gov/show/NCT04704466
NCT04549636,COVID-19 Related Lung Ventilation and Perfusion Injury,Observational Model: Cohort|Time Perspective: Prospective,FIRH002,"St. Joseph's Healthcare Hamilton, Hamilton, Ontario, Canada",https://ClinicalTrials.gov/show/NCT04549636
NCT04366167,Patient Recovery From Heart Surgery During the Covid-19 Pandemic,Observational Model: Cohort|Time Perspective: Prospective,132127,"St Bartholomew's Hospital, London, United Kingdom",https://ClinicalTrials.gov/show/NCT04366167
NCT04782336,"Sample Collection Study to Aid Evaluation of an Influenza A/B, Respiratory Syncytial Virus & COVID-19 Virus POC Test",Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Diagnostic,S-CLIN-PROT-00018,"Cambridge University Hospitals NHS Foundation Trust, Cambridge, United Kingdom|Leicester Royal Infirmary, Leicester, United Kingdom|Barts Health NHS Trust, London, United Kingdom|Homerton University Hospital NHS Foundation Trust, London, United Kingdom|University College London Hospitals NHS Foundation Trust, London, United Kingdom|St George's University Hospitals NHS Foundation, London, United Kingdom",https://ClinicalTrials.gov/show/NCT04782336
NCT04582318,"A Phase 1/2 Study to Assess the Safety, Tolerability and Pharmacokinetics of NGM621 in Healthy Subjects, and to Assess the Safety, PK and Efficacy in Subjects With Moderate to Severe ARDS Caused by COVID-19","Allocation: Randomized|Intervention Model: Sequential Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment",621-CP-102,"NGM Clinical Study Site, Brisbane, Australia",https://ClinicalTrials.gov/show/NCT04582318
NCT04414241,Hydroxychloroquine to Prevent SARS-CoV-2 Infection,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Prevention,202087|20923,"Centro Médico Naval ""Cirujano Mayor Santiago Távara"", Callao, Peru|Hospital Nacional Hipólito Unanue, Lima, Peru|Hospital Nacional Arzobispo Loayza, Lima, Peru|Hospital Cayetano Heredia, Lima, Peru",https://ClinicalTrials.gov/show/NCT04414241
NCT04528888,Steroids and Unfractionated Heparin in Critically Ill Patients With Pneumonia From COVID-19 Infection,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,Staunch-19-1.1-26-04-20,"ICU- University Hospital Modena, Modena, Italy",https://ClinicalTrials.gov/show/NCT04528888
NCT04884776,Modulation of Gut Microbiota to Enhance Health and Immunity,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Outcomes Assessor)|Primary Purpose: Prevention",IMPACT Study,"Prince of Wales Hospital, Shatin, Hong Kong, Hong Kong",https://ClinicalTrials.gov/show/NCT04884776
NCT04749121,Ultraviolet Germicidal Irradiation on the New Silicone Half-Piece Elastometric Respirators,Allocation: N/A|Intervention Model: Sequential Assignment|Masking: None (Open Label)|Primary Purpose: Prevention,059/63,"Faculty of Medicine ,Vajira hospital,Navamindradhiraj University, Bangkok, Thailand",https://ClinicalTrials.gov/show/NCT04749121
NCT04386512,Clinical Epidemiology and Characteristics Of Covid-19 Cases Occurred In A Lymphoma Setting In The First Epidemic Phase (LymphoCov1),Observational Model: Case-Only|Time Perspective: Retrospective,P20/12_LymphoCov,"CH de Versailles, Le Chesnay, France",https://ClinicalTrials.gov/show/NCT04386512
NCT04685213,Electrical Stimulation for Critically Ill Covid-19 Patients,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Care Provider)|Primary Purpose: Supportive Care",H-47781,"Baylor College of Medicine, Houston, Texas, United States",https://ClinicalTrials.gov/show/NCT04685213
NCT04655612,Seroprevalence Study of CoV-2-SARS (COVID-19) Infection in Patients With Chronic Inflammatory Rheumatic Diseases,Observational Model: Cohort|Time Perspective: Prospective,RECHMPL20_0624,"Centre hopsitalier universitaire de Montpellier, Montpellier, Occitanie, France",https://ClinicalTrials.gov/show/NCT04655612
NCT04401449,Cardiopulmonary Inflammation and Multi-System Imaging During the Clinical Course of COVID-19 Infection in Asymptomatic and Symptomatic Persons,Observational Model: Cohort|Time Perspective: Prospective,200113|20-CC-0113,"MedStar Health Research Institute /MedStar Washington Hospital Center, Washington, District of Columbia, United States|National Institutes of Health Clinical Center, Bethesda, Maryland, United States",https://ClinicalTrials.gov/show/NCT04401449
NCT04357769,COVID-19 Pandemic Burden in Severe Mental Disease Patients,Observational Model: Case-Control|Time Perspective: Cross-Sectional,152/20,"University of Naples ""Federico II"", Napoli, Italy",https://ClinicalTrials.gov/show/NCT04357769
NCT04452565,"NA-831, Atazanavir and Dexamethasone Combination Therapy for the Treatment of COVID-19 Infection","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Prevention",NATADEX,"Coronavirus Research Institute- Testing Site, Los Angeles, California, United States|Coronavirus Research Institute, Orange, California, United States|Coronavirus Research Institute-Testing Site, Palo Alto, California, United States|Coronavirus Research Institute-Testing Site, Sacramento, California, United States|Coronavirus Research Institute-Testing Site, San Diego, California, United States|Coronavirus Research Testing Site, San Francisco, California, United States|Coronavirus Research Institute-Testing Site, Sunnyvale, California, United States|Coronavirus Research Institute-Testing Site, Washington, District of Columbia, United States|Coronavirus Research Institute-Testing Site, Washington, District of Columbia, United States|Coronavirus Research Institute-Testing Site, Fort Lauderdale, Florida, United States|Coronavirus Research Institute-Testing Site, Tampa, Florida, United States|Coronavirus Research Institute- Testing Site, Chicago, Illinois, United States|Coronavirus Research Institute-Testing Site, Naperville, Illinois, United States|Coronavirus Research Institute-Testing Site, Baltimore, Maryland, United States|Coronavirus Research Institute-Testing Site, Bethesda, Maryland, United States|Coronavirus Research Institute-Testing Site, Boston, Massachusetts, United States|Coronavirus Research Institute-Testing Site, Worcester, Massachusetts, United States|Coronavirus Research Institute-Testing Site, Ann Arbor, Michigan, United States|Coronavirus Research Institute-Testing Site, Detroit, Michigan, United States|Coronavirus Research Institute-Testing Site, Newark, New Jersey, United States|Coronavirus Research Institute-Testing Site-, Bronx, New York, United States|Coronavirus Research Institute-Testing Site, New York, New York, United States|Coronavirus Research Institute- Testing Site, Rochester, New York, United States|Coronavirus Research Institute-Testing Site, Durham, North Carolina, United States|Coronavirus Research Institute-Testing Site, Philadelphia, Pennsylvania, United States|Coronavirus Research Institute- Testing Site, Fort Sam Houston, Texas, United States|Coronavirus Research Institute-Testing Site, Galveston, Texas, United States|Coronavirus Research Institute-Testing Site, Houston, Texas, United States|Coronavirus Research Institute-Testing Site, Kirkland, Washington, United States|Coronavirus Research Institute-Testing Site, Seattle, Washington, United States|Coronavirus Research Institute-Testing Site, Tacoma, Washington, United States",https://ClinicalTrials.gov/show/NCT04452565
NCT04371289,Predictors of Cardiovascular Risk in Covid-19 Patients During Acute Disease and at Short Term Follow-up,Observational Model: Cohort|Time Perspective: Prospective,CE_2020_03_26_02,"Istituto Auxologico Italiano, Milan, Italy",https://ClinicalTrials.gov/show/NCT04371289
NCT04761822,COVID19 SARS Vaccinations: Systemic Allergic Reactions to SARS-CoV-2 Vaccinations,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Participant, Investigator, Outcomes Assessor)|Primary Purpose: Treatment",DAIT COVID-19-004|NIAID CRMS ID#: 38814,"University of Arizona Health Sciences, College of Medicine Tucson, Department of Medicine, Division of Pulmonary, Allergy, Critical Care and Sleep Medicine, Tucson, Arizona, United States|Arkansas Children's, University of Arkansas for Medical Sciences, Little Rock, Arkansas, United States|University of California, Los Angeles Medical Center, Los Angeles, California, United States|Stanford Medicine, Sean N. Parker Center for Allergy & Asthma Research, Stanford, California, United States|National Jewish Health, Denver, Colorado, United States|University Health, University of Miami Health System, Miami, Florida, United States|University of South Florida Asthma Allergy and Immunology Clinical Research Unit, Tampa, Florida, United States|Emory University School of Medicine, Emory Healthcare: Emory Clinic Allergy and Immunology, Atlanta, Georgia, United States|Sinus and Allergy Center of Northwestern University, Chicago, Illinois, United States|NorthShore University HealthSystem, Dermatology Clinical Trials Unit, Skokie, Illinois, United States|University of Iowa Health Care, Iowa City, Iowa, United States|Johns Hopkins Bayview Medical Center, Baltimore, Maryland, United States|Massachusetts General Hospital, Boston, Massachusetts, United States|Brigham and Women's Hospital, Boston, Massachusetts, United States|University of Michigan Health, Ann Arbor, Michigan, United States|Henry Ford Hospital and Health System, Detroit, Michigan, United States|Saint Louis University Care Center for Specialized Medicine, Saint Louis, Missouri, United States|Mount Sinai Hospital, Department of Medicine, Division of Clinical Immunology, New York, New York, United States|Columbia University Irving Medical Center, New York, New York, United States|Rochester Regional Health, Rochester, New York, United States|North Carolina Translational and Clinical Sciences Institute-Clinical & Translational Research Center (CTRC) at the University of North Carolina at Chapel Hill, Chapel Hill, North Carolina, United States|Cleveland Clinic, Allergy & Clinical Immunology, Cleveland, Ohio, United States|Penn State Health Allergy, Milton S. Hershey Medical Center, Hershey, Pennsylvania, United States|Vanderbilt University Medical Center, Nashville, Tennessee, United States|University of Texas Southwestern Medical Center, Dallas, Texas, United States|Baylor College of Medicine Medical Center, Houston, Texas, United States|University of Virginia Health System: Department of Medicine, Division of Allergy and Immunology, Charlottesville, Virginia, United States|Virginia Commonwealth University, Department of Internal Medicine, Division of Rheumatology, Allergy & Immunology, Richmond, Virginia, United States|University of Wisconsin Asthma Allergy Pulmonary Research, Madison, Wisconsin, United States",https://ClinicalTrials.gov/show/NCT04761822
NCT04979884,Safety and Effectiveness of Cyclosporin in the Management of COVID19 ARDS Patients in Alexandria University Hospital,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,cyclosporine in COVID-19,NA,https://ClinicalTrials.gov/show/NCT04979884
NCT04941092,ARDS COVID vs ARDS Influenza,Observational Model: Case-Control|Time Perspective: Retrospective,2021PI076,"CHRU Nancy, Nancy, France",https://ClinicalTrials.gov/show/NCT04941092
NCT04435457,Cardiovascular Implications of COVID-19,Observational Model: Cohort|Time Perspective: Cross-Sectional,STU-2020-0359,"University of Texas Southwestern Medical Center, Dallas, Texas, United States",https://ClinicalTrials.gov/show/NCT04435457
NCT04370015,Hydroxychloroquine Chemoprophylaxis for COVID-19 Infection in High-risk Healthcare Workers.,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Prevention",16082019,NA,https://ClinicalTrials.gov/show/NCT04370015
NCT04463758,Covid-19 in Pregnancy: a French Population-based Cohort of Women and Newborns,Observational Model: Cohort|Time Perspective: Prospective,APHP200513,"AP-HP Cochin, Paris, France",https://ClinicalTrials.gov/show/NCT04463758
NCT04841785,Long Term Efficacy and Safety of COVID-19 (SARS-CoV-2) Vaccination in Kidney Disease Patients,Observational Model: Cohort|Time Perspective: Prospective,NL76839.042.21,"University Medical Center Groningen, Groningen, Netherlands",https://ClinicalTrials.gov/show/NCT04841785
NCT04916873,Rehabilitation Status of Children With Cerebral Palsy and Anxiety of Their Caregivers During the Covid19 Pandemic,Observational Model: Other|Time Perspective: Other,FSMEAH-KAEK 2020/56,"Pinar Akpinar, Istanbul, Atasehir, Turkey",https://ClinicalTrials.gov/show/NCT04916873
NCT04530604,Defibrotide Therapy for SARS-CoV2 (COVID-19) Acute Respiratory Distress Syndrome (ARDS),Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,HUM00182089,"University of Michigan, Ann Arbor, Michigan, United States",https://ClinicalTrials.gov/show/NCT04530604
NCT04346160,"A Study to Assess the Virus RNA, and miRNA Levels Related to Viral Infection, and Inflammatory Response in Tears of Patients Affected by COVID-19 Disease",Observational Model: Case-Control|Time Perspective: Prospective,UChieti03,"Ophtalmology Clinic, G.d'Annunzio University, Chieti, Italy",https://ClinicalTrials.gov/show/NCT04346160
NCT04912934,The Relationship Between COVID-19 Anxiety Level and Emotional Eating in Individuals With Metabolic Syndrome,Observational Model: Case-Control|Time Perspective: Cross-Sectional,KAEK-228,"Dilek alemdar, Ordu, Turkey",https://ClinicalTrials.gov/show/NCT04912934
NCT04896541,"Phase I Double-blind, Placebo-controlled Study of AZD7442","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Participant, Care Provider, Investigator)|Primary Purpose: Prevention",D8850C00005,"Research Site, Fukuoka-shi, Japan",https://ClinicalTrials.gov/show/NCT04896541
NCT04735588,"Investigation on the Incidence and Course of COVID-19 in Patients With Prior, Ongoing or de Novo ITP. Evaluation of the Impact of COVID-19 Pandemic on the Management of ITP",Observational Model: Case-Only|Time Perspective: Prospective,ITP1021,NA,https://ClinicalTrials.gov/show/NCT04735588
NCT04397848,Mental Health Outcomes in Healthcare Workers During COVID-19,Observational Model: Cohort|Time Perspective: Prospective,3189,"University Health Network, Toronto, Ontario, Canada",https://ClinicalTrials.gov/show/NCT04397848
